Batch,ProductId
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0130,2429
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0183,164
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0181,269
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0081,404
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0022,2369
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0184,104
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0061,2309
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0167,329
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0046,869
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0102,929
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0103,1349
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_005_0193,1529
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0019,569
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0110,869
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0187,269
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0024,389
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0009,149
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0038,1949
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0067,1049
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0023,1169
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0028,29
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0063,509
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0044,869
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0015,1949
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0141,104
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0121,89
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0182,1469
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0003,2009
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0164,2549
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0175,929
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0062,404
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0005,2249
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0142,689
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0050,1409
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0105,1229
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0145,1589
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0126,449
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0041,2069
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0177,2189
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0135,464
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0165,1829
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0051,449
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0124,1469
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0089,149
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0094,689
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_012_0188,1589
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0188,509
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0161,2429
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0085,2549
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0146,1049
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0055,89
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0144,104
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0001,404
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0049,524
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0123,2249
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0162,749
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0002,1169
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0101,749
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0104,44
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0082,2069
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0012,449
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0064,1649
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0034,389
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0004,2549
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0163,149
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0026,2129
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0192,224
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0091,1769
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0151,2189
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0047,1109
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0170,2549
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_009_0029,449
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0034,2429
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0156,1529
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0117,1949
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0154,1829
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0073,1589
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0015,404
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0190,209
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0143,389
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0011,1889
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0107,1709
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0086,2009
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0002,2489
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0083,149
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0042,44
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_003_0043,1289
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0088,164
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0149,1709
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0039,104
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0125,2129
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0013,2189
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0024,1769
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0052,1049
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0172,2069
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0087,1469
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0138,284
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_002_0122,1529
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0040,2549
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0020,269
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0147,749
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0195,1289
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0068,344
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0059,329
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0075,284
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_014_0040,1949
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0171,2609
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0025,749
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0106,689
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0031,2129
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0078,1709
