Id,Date,CustomerId,OrderId,DeliveryDate,ProductId,Quantity,UnitPrice,TaxAmount,TotalExcludingTax,TotalIncludingTax
1,13-05-2019,2,42,11-08-2019,1,9291,29,32333,269439,301772
2,28-03-2019,3,56,26-06-2019,1,500,29,1740,14500,16240
3,23-08-2019,5,110,21-11-2019,1,198,29,689,5742,6431
4,05-03-2019,13,249,03-06-2019,1,4907,29,17076,142303,159379
5,01-11-2019,21,369,30-01-2020,1,5727,29,19930,166083,186013
6,22-11-2019,39,674,20-02-2020,1,9636,29,33533,279444,312977
7,02-03-2019,39,678,31-05-2019,1,4607,29,16032,133603,149635
8,18-03-2019,42,738,16-06-2019,1,3416,29,11888,99064,110952
9,27-09-2019,44,771,26-12-2019,1,2838,29,9876,82302,92178
10,04-09-2019,64,1149,03-12-2019,1,7589,29,26410,220081,246491
11,23-07-2019,68,1232,21-10-2019,1,7520,29,26170,218080,244250
12,27-04-2019,68,1234,26-07-2019,1,799,29,2781,23171,25952
13,16-04-2019,70,1243,15-07-2019,1,3684,29,12820,106836,119656
14,02-11-2019,90,1542,31-01-2020,1,7716,29,26852,223764,250616
15,30-07-2019,91,1550,28-10-2019,1,5678,29,19759,164662,184421
16,20-03-2019,92,1567,18-06-2019,1,3320,29,11554,96280,107834
17,25-03-2019,93,1584,23-06-2019,1,5862,29,20400,169998,190398
18,29-03-2019,94,1606,27-06-2019,1,8281,29,28818,240149,268967
19,16-02-2019,104,1749,17-05-2019,1,5890,29,20497,170810,191307
20,25-02-2019,111,1837,26-05-2019,1,1275,29,4437,36975,41412
21,25-06-2019,113,1877,23-09-2019,1,3539,29,12316,102631,114947
22,12-05-2019,117,1926,10-08-2019,1,6823,29,23744,197867,221611
23,27-04-2019,118,1930,26-07-2019,1,9551,29,33237,276979,310216
24,02-11-2019,120,1961,31-01-2020,1,3394,29,11811,98426,110237
25,14-05-2019,120,1967,12-08-2019,1,370,29,1288,10730,12018
26,06-09-2019,123,2000,05-12-2019,1,6934,29,24130,201086,225216
27,16-10-2019,129,2085,14-01-2020,1,8785,29,30572,254765,285337
28,27-09-2019,136,2183,26-12-2019,1,9527,29,33154,276283,309437
29,06-01-2020,144,2318,05-04-2020,1,8921,29,31045,258709,289754
30,11-04-2019,145,2328,10-07-2019,1,8459,29,29437,245311,274748
31,10-10-2019,151,2453,08-01-2020,1,9762,29,33972,283098,317070
32,19-07-2019,158,2529,17-10-2019,1,788,29,2742,22852,25594
33,24-06-2019,164,2604,22-09-2019,1,8128,29,28285,235712,263997
34,03-06-2019,167,2645,01-09-2019,1,2738,29,9528,79402,88930
35,08-08-2019,169,2655,06-11-2019,1,1318,29,4587,38222,42809
36,10-04-2019,170,2673,09-07-2019,1,5246,29,18256,152134,170390
37,18-06-2019,172,2715,16-09-2019,1,6829,29,23765,198041,221806
38,04-11-2019,179,2794,02-02-2020,1,87,29,303,2523,2826
39,26-09-2019,186,2951,25-12-2019,1,6915,29,24064,200535,224599
40,27-10-2019,196,3069,25-01-2020,1,6046,29,21040,175334,196374
41,25-12-2019,210,3300,24-03-2020,1,8968,29,31209,260072,291281
42,26-12-2019,210,3313,25-03-2020,1,6786,29,23615,196794,220409
43,21-09-2019,217,3459,20-12-2019,1,82,29,285,2378,2663
44,29-12-2019,223,3522,28-03-2020,1,4270,29,14860,123830,138690
45,03-12-2019,227,3606,02-03-2020,1,1728,29,6013,50112,56125
46,10-01-2020,229,3622,09-04-2020,1,3589,29,12490,104081,116571
47,22-11-2019,243,3808,20-02-2020,1,5854,29,20372,169766,190138
48,02-12-2019,248,3897,01-03-2020,1,2161,29,7520,62669,70189
49,25-11-2019,256,4003,23-02-2020,1,4438,29,15444,128702,144146
50,22-11-2019,262,4114,20-02-2020,1,7241,29,25199,209989,235188
51,05-07-2019,277,4409,03-10-2019,1,7362,29,25620,213498,239118
52,18-12-2019,278,4446,17-03-2020,1,8039,29,27976,233131,261107
53,19-03-2019,287,4580,17-06-2019,1,590,29,2053,17110,19163
54,28-09-2019,292,4659,27-12-2019,1,3575,29,12441,103675,116116
55,05-01-2020,293,4673,04-04-2020,1,3720,29,12946,107880,120826
56,12-05-2019,296,4727,10-08-2019,1,8030,29,27944,232870,260814
57,22-08-2019,301,4811,20-11-2019,1,7453,29,25936,216137,242073
58,17-04-2019,304,4884,16-07-2019,1,3016,29,10496,87464,97960
59,09-04-2019,307,4936,08-07-2019,1,7439,29,25888,215731,241619
60,23-06-2019,312,5029,21-09-2019,1,6545,29,22777,189805,212582
61,09-06-2019,316,5098,07-09-2019,1,6339,29,22060,183831,205891
62,15-01-2019,320,5143,15-04-2019,1,3050,29,10614,88450,99064
63,03-01-2020,323,5229,02-04-2020,1,6443,29,22422,186847,209269
64,28-10-2019,330,5345,26-01-2020,1,1550,29,5394,44950,50344
65,26-08-2019,335,5424,24-11-2019,1,7740,29,26935,224460,251395
66,22-04-2019,336,5442,21-07-2019,1,5775,29,20097,167475,187572
67,01-07-2019,339,5480,29-09-2019,1,3951,29,13749,114579,128328
68,22-12-2019,359,5797,21-03-2020,1,9842,29,34250,285418,319668
69,22-04-2019,361,5830,21-07-2019,1,1119,29,3894,32451,36345
70,17-12-2019,363,5854,16-03-2020,1,8574,29,29838,248646,278484
71,01-11-2019,364,5863,30-01-2020,1,6472,29,22523,187688,210211
72,21-07-2019,371,5965,19-10-2019,1,5909,29,20563,171361,191924
73,14-10-2019,374,6005,12-01-2020,1,7576,29,26364,219704,246068
74,20-10-2019,382,6183,18-01-2020,1,298,29,1037,8642,9679
75,06-12-2019,387,6291,05-03-2020,1,7244,29,25209,210076,235285
76,09-01-2020,387,6293,08-04-2020,1,1469,29,5112,42601,47713
77,11-06-2019,392,6388,09-09-2019,1,2896,29,10078,83984,94062
78,06-08-2019,410,6609,04-11-2019,1,5304,29,18458,153816,172274
79,02-08-2019,411,6633,31-10-2019,1,1743,29,6066,50547,56613
80,17-08-2019,415,6665,15-11-2019,1,1549,29,5391,44921,50312
81,04-07-2019,416,6681,02-10-2019,1,9210,29,32051,267090,299141
82,24-02-2019,418,6707,25-05-2019,1,3304,29,11498,95816,107314
83,14-04-2019,421,6759,13-07-2019,1,6982,29,24297,202478,226775
84,12-05-2019,423,6797,10-08-2019,1,7690,29,26761,223010,249771
85,01-01-2020,425,6834,31-03-2020,1,5220,29,18166,151380,169546
86,28-01-2019,425,6837,28-04-2019,1,5760,29,20045,167040,187085
87,04-07-2019,429,6893,02-10-2019,1,1691,29,5885,49039,54924
88,29-08-2019,429,6903,27-11-2019,1,6056,29,21075,175624,196699
89,21-02-2019,432,6939,22-05-2019,1,1208,29,4204,35032,39236
90,23-01-2019,437,7016,23-04-2019,1,9975,29,34713,289275,323988
91,12-04-2019,441,7073,11-07-2019,1,9921,29,34525,287709,322234
92,29-06-2019,448,7179,27-09-2019,1,5601,29,19491,162429,181920
93,28-10-2019,451,7233,26-01-2020,1,717,29,2495,20793,23288
94,14-05-2019,452,7255,12-08-2019,1,7982,29,27777,231478,259255
95,19-03-2019,458,7385,17-06-2019,1,5890,29,20497,170810,191307
96,10-01-2020,459,7402,09-04-2020,1,7137,29,24837,206973,231810
97,08-04-2019,461,7436,07-07-2019,1,3638,29,12660,105502,118162
98,14-04-2019,462,7452,13-07-2019,1,5151,29,17925,149379,167304
99,29-06-2019,462,7463,27-09-2019,1,5963,29,20751,172927,193678
100,23-03-2019,463,7471,21-06-2019,1,1481,29,5154,42949,48103
101,12-12-2019,463,7484,11-03-2020,1,4960,29,17261,143840,161101
102,23-07-2019,473,7651,21-10-2019,1,4603,29,16018,133487,149505
103,22-07-2019,475,7704,20-10-2019,1,2752,29,9577,79808,89385
104,27-11-2019,477,7726,25-02-2020,1,6353,29,22108,184237,206345
105,09-05-2019,479,7770,07-08-2019,1,7499,29,26097,217471,243568
106,22-12-2019,479,7771,21-03-2020,1,434,29,1510,12586,14096
107,18-07-2019,480,7792,16-10-2019,1,8130,29,28292,235770,264062
108,05-01-2020,488,7935,04-04-2020,1,5972,29,20783,173188,193971
109,12-04-2019,489,7954,11-07-2019,1,9810,29,34139,284490,318629
110,11-11-2019,492,8011,09-02-2020,1,2020,29,7030,58580,65610
111,20-01-2019,494,8056,20-04-2019,1,4636,29,16133,134444,150577
112,27-05-2019,497,8102,25-08-2019,1,9653,29,33592,279937,313529
113,11-05-2019,501,8160,09-08-2019,1,5297,29,18434,153613,172047
114,14-07-2019,511,8352,12-10-2019,1,8728,29,30373,253112,283485
115,15-07-2019,512,8359,13-10-2019,1,3021,29,10513,87609,98122
116,06-05-2019,514,8376,04-08-2019,1,4620,29,16078,133980,150058
117,05-08-2019,517,8410,03-11-2019,1,9559,29,33265,277211,310476
118,05-06-2019,518,8413,03-09-2019,1,6501,29,22623,188529,211152
