Date,LocationID,Availability,Performance,Quality,OEE
01-01-2020,1,87.056551,90.786896,89.94931,71.093448
01-02-2020,1,87.024838,90.671935,89.884838,70.925483
01-03-2020,1,86.835,90.680666,90.061333,70.915333
01-04-2020,1,86.087419,90.664193,89.048387,69.50258
01-05-2020,1,85.22,89.838,87.314333,66.848666
01-06-2020,1,86.77387,90.689032,89.995483,70.82129
01-07-2020,1,88.344333,90.775666,91.707,73.546
01-01-2020,5,90.897931,97.622413,98.598965,87.493103
01-02-2020,5,90.231935,97.495161,98.654516,86.787096
01-03-2020,5,90.489,97.533,98.714333,87.124
01-04-2020,5,90.637096,97.524838,98.656451,87.206774
01-05-2020,5,90.406666,97.488,98.701666,86.990666
01-06-2020,5,90.643548,97.521612,98.794516,87.330967
01-07-2020,5,91.963333,97.484333,100.454666,90.056333
01-01-2020,6,88.740689,96.152413,89.941379,76.734482
01-02-2020,6,88.563548,95.67387,89.587096,75.892258
01-03-2020,6,88.135333,95.715333,90.101666,76.013666
01-04-2020,6,88.680645,96.428387,89.547741,76.573548
01-05-2020,6,88.293666,95.346333,89.77,75.565666
01-06-2020,6,88.935161,96.101612,89.48129,76.471935
01-07-2020,6,89.279,95.992666,91.389666,78.320333
01-01-2020,7,90.102068,89.1,97.361379,78.187586
01-02-2020,7,90.63258,89.91258,97.569677,79.487096
01-03-2020,7,91.082333,89.776,97.176666,79.502666
01-04-2020,7,89.138709,89.396129,97.449354,77.663548
01-05-2020,7,89.561666,90.569333,97.257666,78.896666
01-06-2020,7,89.859677,90.136129,97.816774,79.214516
01-07-2020,7,90.786,89.461333,98.801,80.268333
