6237,new-Default-simple-Fabrikam m pink-X-Tomato,238,326,326,310,0.78,15,Pending,1,2020-08-06T14:47:54.000Z,Contoso,0,0.0,Fabrikam m pink,46,Fabrikam
6238,new-Default-simple-Reskit xl green-X-Silver,239,460,460,437,0.49,22,Early Delivery,1,2020-06-12T05:46:06.000Z,Contoso,0,0.0,Reskit xl green,47,Reskit
6239,new-Default-configurable-Cronus International x gray-X-DarkGoldenRod,240,528,528,502,0.69,25,Delayed,1,2020-09-11T20:53:30.000Z,Contoso,0,0.0,Cronus International x gray,48,Cronus
6240,new-Default-simple-Fabrikam x blue-XXL-Olive,241,189,189,180,0.16,9,Early Delivery,1,2020-09-07T01:39:14.000Z,Contoso,0,0.0,Fabrikam x blue,49,Fabrikam
6241,new-Default-simple-Fabrikam m green-XXL-YellowGreen,242,288,288,274,0.79,14,Pending,1,2020-08-29T05:49:52.000Z,Contoso,0,0.0,Fabrikam m green,50,Fabrikam
6242,new-Default-simple-Proseware m blue-X-PaleTurquoise,243,567,567,539,0.78,27,Pending,1,2020-09-29T16:29:36.000Z,Contoso,0,0.0,Proseware m blue,51,Proseware
6243,new-Default-simple-Fabrikam x white-L-Chartreuse,244,269,269,256,0.45,13,Early Delivery,1,2020-06-24T10:07:04.000Z,Contoso,0,0.0,Fabrikam x white,52,Fabrikam
6244,new-Default-simple-Cronus International x white-XXL-DimGray,245,605,605,575,0.93,29,Delayed,1,2020-07-25T04:03:54.000Z,Contoso,0,0.0,Cronus International x white,53,Cronus
6245,new-Default-simple-Reskit x blue-XS-DarkMagenta,246,336,336,320,0.26,16,Early Delivery,1,2020-06-03T02:06:11.000Z,Contoso,0,0.0,Reskit x blue,54,Reskit
6246,new-Default-simple-Fabrikam xl pink-M-Red,247,525,525,500,0.25,25,Pending,1,2020-09-20T12:23:19.000Z,Contoso,0,0.0,Fabrikam xl pink,55,Fabrikam
6247,new-Default-simple-Cronus International xl gray-XL-Gainsboro,248,428,428,408,0.05,20,Pending,1,2020-09-22T02:02:10.000Z,Contoso,0,0.0,Cronus International xl gray,56,Cronus
6248,new-Default-simple-Fabrikam xl pink-XS-GoldenRod,249,335,335,319,0.19,16,Early Delivery,1,2020-10-09T02:27:52.000Z,Contoso,0,0.0,Fabrikam xl pink,57,Fabrikam
