1,Stores,Retail Stores,7
1,Stores,Retail Stores,6
1,Stores,Retail Stores,3
1,Stores,Retail Stores,2
1,Stores,Retail Stores,4
1,Stores,Retail Stores,1
1,Stores,Retail Stores,5
2,Online,Online Channels,7
2,Online,Online Channels,6
2,Online,Online Channels,3
2,Online,Online Channels,2
2,Online,Online Channels,4
2,Online,Online Channels,1
2,Online,Online Channels,5
3,Catalogs,NA,7
3,Catalogs,NA,6
3,Catalogs,NA,3
3,Catalogs,NA,2
3,Catalogs,NA,4
3,Catalogs,NA,1
3,Catalogs,NA,5
3,Catalogs,NA,7
3,Catalogs,NA,6
3,Catalogs,NA,3
3,Catalogs,NA,2
3,Catalogs,NA,4
3,Catalogs,NA,1
3,Catalogs,NA,5
4,Direct sales,B2C system,7
4,Direct sales,B2C system,6
4,Direct sales,B2C system,3
4,Direct sales,B2C system,2
4,Direct sales,B2C system,4
4,Direct sales,B2C system,1
4,Direct sales,B2C system,5
5,Television home shopping,Television Marketing,7
5,Television home shopping,Television Marketing,6
5,Television home shopping,Television Marketing,3
5,Television home shopping,Television Marketing,2
5,Television home shopping,Television Marketing,4
5,Television home shopping,Television Marketing,1
5,Television home shopping,Television Marketing,5
6,Automated retailing,NA,7
6,Automated retailing,NA,6
6,Automated retailing,NA,3
6,Automated retailing,NA,2
6,Automated retailing,NA,4
6,Automated retailing,NA,1
6,Automated retailing,NA,5
