user,latitude,longitude,amount
80d14b3c-162a-4c4f-b7b4-1fd3dcf830fa,25.7748057,-80.2242639,5.52
d5e51097-5ac9-4187-a898-58f8f935e26c,25.8226462,-80.2005446,169.83
6c0295f9-f305-4ccc-97ab-85b6c82184ed,25.7260418,-80.2833998,140.5
5a809bee-2483-433f-8e8a-77a9efe43ccf,25.8781325,-80.2877925,116.23
80d14b3c-162a-4c4f-b7b4-1fd3dcf830fa,25.7480508,-80.2768545,60.02
99c71c71-734d-41d5-89bb-73acfdaeb07c,25.8637268,-80.1252981,47.24
df60d2d1-0c97-4674-b9f7-ee4b59b01789,25.8979567,-80.3205189,194.95
4f630715-ceae-438b-977a-dc0a05d6e45c,25.6971853,-80.4112773,77.18
2619f516-692f-4dea-9af3-d11405fcb0e0,25.8328401,-80.1891324,137.58
df27caa8-d0c1-475d-9648-e318592e95e5,25.8705576,-80.2745457,108.97
e6accd55-b21e-4b76-84d7-fd3a9a65752e,25.7905246,-80.1692047,91.65
5a809bee-2483-433f-8e8a-77a9efe43ccf,25.8226246,-80.218669,125.29
d282a574-0778-4a79-b0f9-db3a9b2b594b,25.8229126,-80.2075763,162.47
add072c0-77fe-43ca-8c47-35645861a05e,25.8766465,-80.2826383,109.94
bf03f6b2-f407-4826-a072-b9ba509b5cc9,25.897122,-80.302894,27.17
2970cb87-83fc-4fcb-813e-69dfca7b6b93,25.7674195,-80.2014072,171.63
ce54f5f7-7cf7-46cc-9618-d5aa8014d0d6,25.7699877,-80.2750496,152.52
b07db0f6-7958-4f8e-b2ea-b80e775ff48b,25.7906131,-80.1590829,63.17
9917bbe9-6569-4179-89f6-5a90283698da,25.7901027,-80.1444208,8.09
99c71c71-734d-41d5-89bb-73acfdaeb07c,25.8180873,-80.2213689,39.03
b412f803-faed-4834-98d9-61d143635044,25.6003194,-80.3335644,16.04
2a2ab5ee-8bba-4be0-9ad9-0035f00ce510,25.7623716,-80.2272533,47.02
183a7927-cd3a-4509-a05c-93d7fc709bc2,25.7358433,-80.2523499,98.47
fdb9b5a9-7512-46e7-a5c1-3be9cec0fe74,25.7748601,-80.281647,23.1
636c70a0-2e78-4d9f-ac41-69604a5c2243,25.8787368,-80.2719446,188.25
85353aca-162f-4046-9db0-a4bd185a5b97,25.7452587,-80.2372565,70.5
f9e13fa0-89de-4e06-a753-5bb3480d5579,25.8058808,-80.2326606,25.13
bcf855da-7022-4194-919c-6bddee21e7ce,25.7567294,-80.2728855,130.86
e20bea2f-6548-4dd6-a761-652355782ec5,25.7670555,-80.3161793,182.87
5f19ac9b-3ac4-4350-8ff8-97a3a3d04431,25.7799912,-80.2460831,182.69
ca6b7025-72e3-4f28-b64d-53578cefda2e,25.8898547,-80.3431048,164.14
ff437e35-47fb-4ecd-bf62-f4933b8ce0d9,25.8286898,-80.2133061,99.18
9ca5367d-b824-47ac-a960-0afe765a60f9,25.839078,-80.2036896,78.76
b07db0f6-7958-4f8e-b2ea-b80e775ff48b,25.7721796,-80.2198687,67.24
5aa8b148-9996-4d02-bf42-8f8d57c39ff1,25.8365885,-80.2081271,130.1
dfda257a-8520-45a0-be40-06a443fb4e1f,25.7418626,-80.2867534,27.18
04dbe688-0ae6-4f79-b596-8c2a210f0330,25.89569,-80.3324501,61.88
bcf855da-7022-4194-919c-6bddee21e7ce,25.7706805,-80.2243942,153.19
86a815d5-7238-4451-beb5-d553b5081b30,25.7675581,-80.2383567,57.43
c2751b1e-525d-4982-9785-8fc8cf1cdf0e,25.8882107,-80.3177396,59.06
99d4d718-4b9b-4e73-84b2-cd467511e834,25.7079978,-80.2741528,102.63
ba1b1e47-41f4-4518-b299-5e76c1f2a1ac,25.8397123,-80.1307378,196.12
ac1f4c13-c68e-404f-b563-e8a7695ffc1e,25.7738658,-80.4067046,81.33
3672c32c-6233-4ec8-b06f-24323f44f232,25.7765605,-80.2803424,21.24
528534ae-2a5f-4ea5-bfb1-ff1079680b0c,25.8144142,-80.2185474,40.25
f3fecb50-7e28-44b0-aec8-37f6a41f5533,25.763953,-80.2910607,72.26
5f19ac9b-3ac4-4350-8ff8-97a3a3d04431,25.9268813,-80.3536407,30.2
9917bbe9-6569-4179-89f6-5a90283698da,25.769203,-80.1847793,99.59
5574f706-9656-42ea-9619-80a8d7a9c570,25.7445206,-80.2599654,111.51
88682b3b-2b7c-4ed7-9e44-a344f30de9b8,25.7615401,-80.2438223,146.91
85353aca-162f-4046-9db0-a4bd185a5b97,25.7467752,-80.2428609,43.05
8d08c2ba-6e15-4bb0-aa6c-d4d319ed2d6d,25.7675462,-80.2108195,56.7
9917bbe9-6569-4179-89f6-5a90283698da,25.7443791,-80.2800669,182.29
bcf855da-7022-4194-919c-6bddee21e7ce,25.8612658,-80.302665,159.22
b1b21c6d-9f1e-4f78-b7cb-7b6da56cbf39,25.8189036,-80.2019552,79.18
86a815d5-7238-4451-beb5-d553b5081b30,25.9142936,-80.3506949,79.57
99274234-f15e-4859-92fd-798ba79c3eb2,25.8746856,-80.273986,29.72
0cd4eeb2-141d-4788-9b7c-68dc7093023e,25.822082,-80.2230447,187.25
4f630715-ceae-438b-977a-dc0a05d6e45c,25.7857906,-80.2310271,91.95
7bd39234-2748-40fd-84f7-4f4a30535b7f,25.813912,-80.2221969,156.1
3f08391b-7327-4d15-a8d4-94ecdd89c767,25.7531159,-80.2528028,136.49
9124d466-399a-4226-9eaa-766dfa9a9f6b,25.7825635,-80.2207709,33.9
1bce3a7c-57aa-44bc-8794-1a61cd31ca9f,25.7749374,-80.2632326,180.99
3f08391b-7327-4d15-a8d4-94ecdd89c767,25.8593799,-80.2948276,131.76
a96eb275-947c-4d5d-a41d-7030cdc12e2d,25.8954293,-80.2979428,6.38
99c71c71-734d-41d5-89bb-73acfdaeb07c,25.8856257,-80.3111698,147.25
df60d2d1-0c97-4674-b9f7-ee4b59b01789,25.755645,-80.2611434,52.62
41d799fd-eea3-4c5e-8639-23541ec2c7c7,25.8875463,-80.3095874,167.8
ef55fa99-eb4b-4107-ad54-49c15764b8ee,25.7200585,-80.2523556,178.03
9c1e93b0-53b9-4059-9c08-1c81f208854d,25.839034,-80.2212678,158.79
