"Default Category/Collections/Performance Fabrics,Default Category",guess m blue,1,new-Default-simple-guess m blue-L-SaddleBrown,guess m blue Short Description,guess m blue Description,guess,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",polo x blue,2,new-Default-simple-polo x blue-L-DarkCyan,polo x blue Short Description,polo x blue Description,polo,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",guess xl black,3,new-Default-configurable-guess xl black-XL-LightSteelBlue,guess xl black Short Description,guess xl black Description,guess,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",polo m black,4,new-Default-simple-polo m black-XL-Sienna,polo m black Short Description,polo m black Description,polo,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy m black,5,new-Default-simple-tommy m black-X-DarkGreen,tommy m black Short Description,tommy m black Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",nike xl pink,6,new-Default-simple-nike xl pink-L-LightCyan,nike xl pink Short Description,nike xl pink Description,nike,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy x green,7,new-Default-simple-tommy x green-S-OrangeRed,tommy x green Short Description,tommy x green Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",ck xl pink,8,new-Default-simple-ck xl pink-S-BurlyWood,ck xl pink Short Description,ck xl pink Description,ck,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy x gray,9,new-Default-simple-tommy x gray-M-SteelBlue,tommy x gray Short Description,tommy x gray Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy x blue,10,new-Default-simple-tommy x blue-XS-DarkGrey,tommy x blue Short Description,tommy x blue Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy xl pink,11,new-Default-simple-tommy xl pink-L-Yellow,tommy xl pink Short Description,tommy xl pink Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",nike x pink,12,new-Default-simple-nike x pink-L-Azure,nike x pink Short Description,nike x pink Description,nike,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",guess x pink,13,new-Default-simple-guess x pink-XL-WhiteSmoke,guess x pink Short Description,guess x pink Description,guess,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",guess m gray,14,new-Default-simple-guess m gray-X-Gray,guess m gray Short Description,guess m gray Description,guess,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy xl green,15,new-Default-simple-tommy xl green-XXL-Navy,tommy xl green Short Description,tommy xl green Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy m gray,16,new-Default-configurable-tommy m gray-XS-Grey,tommy m gray Short Description,tommy m gray Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",puma m pink,17,new-Default-simple-puma m pink-X-Green,puma m pink Short Description,puma m pink Description,puma,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",nike xl white,18,new-Default-simple-nike xl white-X-ForestGreen,nike xl white Short Description,nike xl white Description,nike,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",levis x green,19,new-Default-simple-levis x green-XXL-LightPink,levis x green Short Description,levis x green Description,levis,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",guess m gray,20,new-Default-simple-guess m gray-XS-Chocolate,guess m gray Short Description,guess m gray Description,guess,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",polo xl pink,21,new-Default-simple-polo xl pink-XS-Fuchsia,polo xl pink Short Description,polo xl pink Description,polo,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",tommy m blue,22,new-Default-simple-tommy m blue-XS-DarkSalmon,tommy m blue Short Description,tommy m blue Description,tommy,Contoso
"Default Category/Collections/Performance Fabrics,Default Category",nike x white,23,new-Default-simple-nike x white-XL-LightCoral,nike x white Short Description,nike x white Description,nike,Contoso
