msft_covidid,msft_location,msft_covidpos,msft_covidpui,createdon,createdby,COVID Date dateonly
1a0e3fc1-b873-ea11-a811-000d3a5a17e3,16c06769-8e73-ea11-a811-000d3a5a1bf8,5,9,43922.06481,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Wednesday, April 1, 2020"
5be3eefb-0b75-ea11-a811-000d3a5a17e3,a6ae552a-9c73-ea11-a811-000d3a5a14b6,1,1,43923.75109,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
5ce3eefb-0b75-ea11-a811-000d3a5a17e3,aaae552a-9c73-ea11-a811-000d3a5a14b6,1,5,43923.75109,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
5de3eefb-0b75-ea11-a811-000d3a5a17e3,acae552a-9c73-ea11-a811-000d3a5a14b6,1,7,43923.75109,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
6df7774b-0c75-ea11-a811-000d3a5a17e3,b2ae552a-9c73-ea11-a811-000d3a5a14b6,2,3,43923.75266,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
6ff7774b-0c75-ea11-a811-000d3a5a17e3,b4ae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.75266,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
70f7774b-0c75-ea11-a811-000d3a5a17e3,b6ae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.75267,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
73f7774b-0c75-ea11-a811-000d3a5a17e3,baae552a-9c73-ea11-a811-000d3a5a14b6,0,,43923.75267,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
49fb488e-0d75-ea11-a811-000d3a5a17e3,7eae552a-9c73-ea11-a811-000d3a5a14b6,1,4,43923.75894,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
62fb488e-0d75-ea11-a811-000d3a5a17e3,82ae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.75894,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
0c4979b8-0d75-ea11-a811-000d3a5a17e3,88ae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.75976,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
184979b8-0d75-ea11-a811-000d3a5a17e3,8eae552a-9c73-ea11-a811-000d3a5a14b6,2,3,43923.75978,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
194979b8-0d75-ea11-a811-000d3a5a17e3,90ae552a-9c73-ea11-a811-000d3a5a14b6,2,1,43923.75978,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
6a3238e9-0d75-ea11-a811-000d3a5a17e3,6cae552a-9c73-ea11-a811-000d3a5a14b6,3,8,43923.76073,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
6b3238e9-0d75-ea11-a811-000d3a5a17e3,6eae552a-9c73-ea11-a811-000d3a5a14b6,2,1,43923.76073,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
6c3238e9-0d75-ea11-a811-000d3a5a17e3,70ae552a-9c73-ea11-a811-000d3a5a14b6,1,4,43923.76073,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
6d3238e9-0d75-ea11-a811-000d3a5a17e3,72ae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.76073,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
7655a2f5-0d75-ea11-a811-000d3a5a17e3,76ae552a-9c73-ea11-a811-000d3a5a14b6,4,2,43923.76097,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
a7c56b45-0e75-ea11-a811-000d3a5a17e3,9eae552a-9c73-ea11-a811-000d3a5a14b6,1,2,43923.76255,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
a8c56b45-0e75-ea11-a811-000d3a5a17e3,a0ae552a-9c73-ea11-a811-000d3a5a14b6,1,3,43923.76256,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
1b638af7-e478-ea11-a811-000d3a5a17e3,a2ae552a-9c73-ea11-a811-000d3a5a14b6,3,6,43928.6475,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
21638af7-e478-ea11-a811-000d3a5a17e3,a6ae552a-9c73-ea11-a811-000d3a5a14b6,2,6,43928.64751,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
9ca8de39-e578-ea11-a811-000d3a5a17e3,aeae552a-9c73-ea11-a811-000d3a5a14b6,2,5,43928.64876,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
a3a8de39-e578-ea11-a811-000d3a5a17e3,b4ae552a-9c73-ea11-a811-000d3a5a14b6,3,1,43928.64876,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
a4a8de39-e578-ea11-a811-000d3a5a17e3,b6ae552a-9c73-ea11-a811-000d3a5a14b6,2,2,43928.64876,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
84b4bd5e-e578-ea11-a811-000d3a5a17e3,baae552a-9c73-ea11-a811-000d3a5a14b6,2,3,43928.64949,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
86b4bd5e-e578-ea11-a811-000d3a5a17e3,bcae552a-9c73-ea11-a811-000d3a5a14b6,3,2,43928.64949,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
87b4bd5e-e578-ea11-a811-000d3a5a17e3,beae552a-9c73-ea11-a811-000d3a5a14b6,5,1,43928.64949,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
146ae7ad-e578-ea11-a811-000d3a5a17e3,7aae552a-9c73-ea11-a811-000d3a5a14b6,2,5,43928.65102,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
196ae7ad-e578-ea11-a811-000d3a5a17e3,82ae552a-9c73-ea11-a811-000d3a5a14b6,4,5,43928.65104,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
1b6ae7ad-e578-ea11-a811-000d3a5a17e3,84ae552a-9c73-ea11-a811-000d3a5a14b6,9,2,43928.65104,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
2bc82ff8-e578-ea11-a811-000d3a5a17e3,8aae552a-9c73-ea11-a811-000d3a5a14b6,9,2,43928.65243,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
2cc82ff8-e578-ea11-a811-000d3a5a17e3,8cae552a-9c73-ea11-a811-000d3a5a14b6,4,2,43928.65243,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
32c82ff8-e578-ea11-a811-000d3a5a17e3,8eae552a-9c73-ea11-a811-000d3a5a14b6,2,5,43928.65243,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
35c82ff8-e578-ea11-a811-000d3a5a17e3,90ae552a-9c73-ea11-a811-000d3a5a14b6,2,7,43928.65244,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
69a12f23-e678-ea11-a811-000d3a5a17e3,6aae552a-9c73-ea11-a811-000d3a5a14b6,2,5,43928.6533,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
6aa12f23-e678-ea11-a811-000d3a5a17e3,6eae552a-9c73-ea11-a811-000d3a5a14b6,2,7,43928.65331,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
6da12f23-e678-ea11-a811-000d3a5a17e3,72ae552a-9c73-ea11-a811-000d3a5a14b6,3,2,43928.65331,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
6ea12f23-e678-ea11-a811-000d3a5a17e3,74ae552a-9c73-ea11-a811-000d3a5a14b6,2,6,43928.65331,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
8e56a035-e678-ea11-a811-000d3a5a17e3,78ae552a-9c73-ea11-a811-000d3a5a14b6,3,1,43928.65365,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
0f26cd6b-e678-ea11-a811-000d3a5a17e3,98ae552a-9c73-ea11-a811-000d3a5a14b6,4,1,43928.65477,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
1426cd6b-e678-ea11-a811-000d3a5a17e3,9aae552a-9c73-ea11-a811-000d3a5a14b6,4,5,43928.65477,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
1526cd6b-e678-ea11-a811-000d3a5a17e3,9cae552a-9c73-ea11-a811-000d3a5a14b6,5,4,43928.65477,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
738a107e-e678-ea11-a811-000d3a5a17e3,9eae552a-9c73-ea11-a811-000d3a5a14b6,7,0,43928.65503,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
8b3f4b77-ec78-ea11-a811-000d3a5a17e3,1d8d95d8-ac73-ea11-a811-000d3a5a1707,4,5,43928.68473,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
8c3f4b77-ec78-ea11-a811-000d3a5a17e3,1f8d95d8-ac73-ea11-a811-000d3a5a1707,6,8,43928.68473,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
8e3f4b77-ec78-ea11-a811-000d3a5a17e3,238d95d8-ac73-ea11-a811-000d3a5a1707,1,3,43928.68473,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
8f40e3fb-0b75-ea11-a811-000d3a5a1bf8,a2ae552a-9c73-ea11-a811-000d3a5a14b6,1,2,43923.75108,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
9140e3fb-0b75-ea11-a811-000d3a5a1bf8,a4ae552a-9c73-ea11-a811-000d3a5a14b6,3,4,43923.75109,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
9340e3fb-0b75-ea11-a811-000d3a5a1bf8,a8ae552a-9c73-ea11-a811-000d3a5a14b6,1,2,43923.75109,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
c783cb4b-0c75-ea11-a811-000d3a5a1bf8,aeae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.75266,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
c883cb4b-0c75-ea11-a811-000d3a5a1bf8,b0ae552a-9c73-ea11-a811-000d3a5a14b6,2,2,43923.75266,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
cb83cb4b-0c75-ea11-a811-000d3a5a1bf8,b8ae552a-9c73-ea11-a811-000d3a5a14b6,2,4,43923.75267,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
cd83cb4b-0c75-ea11-a811-000d3a5a1bf8,bcae552a-9c73-ea11-a811-000d3a5a14b6,1,1,43923.75267,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
938dfc0f-0d75-ea11-a811-000d3a5a1bf8,beae552a-9c73-ea11-a811-000d3a5a14b6,1,1,43923.75644,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
958dfc0f-0d75-ea11-a811-000d3a5a1bf8,c0ae552a-9c73-ea11-a811-000d3a5a14b6,1,2,43923.75644,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
978dfc0f-0d75-ea11-a811-000d3a5a1bf8,c2ae552a-9c73-ea11-a811-000d3a5a14b6,2,4,43923.75644,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
988dfc0f-0d75-ea11-a811-000d3a5a1bf8,c4ae552a-9c73-ea11-a811-000d3a5a14b6,1,5,43923.75645,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
c9dd9a8f-0d75-ea11-a811-000d3a5a1bf8,7aae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.75894,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
cadd9a8f-0d75-ea11-a811-000d3a5a1bf8,7cae552a-9c73-ea11-a811-000d3a5a14b6,2,1,43923.75894,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
ccdd9a8f-0d75-ea11-a811-000d3a5a1bf8,80ae552a-9c73-ea11-a811-000d3a5a14b6,0,0,43923.75894,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
d0dd9a8f-0d75-ea11-a811-000d3a5a1bf8,84ae552a-9c73-ea11-a811-000d3a5a14b6,5,3,43923.75894,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
2fa987ba-0d75-ea11-a811-000d3a5a1bf8,86ae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.75976,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
3aa987ba-0d75-ea11-a811-000d3a5a1bf8,8aae552a-9c73-ea11-a811-000d3a5a14b6,2,1,43923.75977,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
3fa987ba-0d75-ea11-a811-000d3a5a1bf8,8cae552a-9c73-ea11-a811-000d3a5a14b6,3,4,43923.75978,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
f5ca67eb-0d75-ea11-a811-000d3a5a1bf8,6aae552a-9c73-ea11-a811-000d3a5a14b6,2,1,43923.76073,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
f6ca67eb-0d75-ea11-a811-000d3a5a1bf8,74ae552a-9c73-ea11-a811-000d3a5a14b6,0,2,43923.76073,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
165be7f7-0d75-ea11-a811-000d3a5a1bf8,78ae552a-9c73-ea11-a811-000d3a5a14b6,1,0,43923.76097,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
18ff6a3a-0e75-ea11-a811-000d3a5a1bf8,92ae552a-9c73-ea11-a811-000d3a5a14b6,2,1,43923.76223,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
19ff6a3a-0e75-ea11-a811-000d3a5a1bf8,94ae552a-9c73-ea11-a811-000d3a5a14b6,3,2,43923.76223,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
1cff6a3a-0e75-ea11-a811-000d3a5a1bf8,96ae552a-9c73-ea11-a811-000d3a5a14b6,2,3,43923.76223,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
1eff6a3a-0e75-ea11-a811-000d3a5a1bf8,98ae552a-9c73-ea11-a811-000d3a5a14b6,0,1,43923.76223,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
1fff6a3a-0e75-ea11-a811-000d3a5a1bf8,9aae552a-9c73-ea11-a811-000d3a5a14b6,2,4,43923.76223,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
