TransactionID,StoreLocation,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,SaleDate,CustomerID
TXN2021000001,Chicago,APP003,Fleece Pullover,Apparel,1,212.37,2021-05-04 03:16:38,27345
TXN2021000002,Seattle,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,131.31,2021-01-30 23:03:15,27346
TXN2021000003,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,96.85,2021-04-16 23:50:43,27347
TXN2021000004,San Francisco,SOLAR001,SunPower Panel X,Solar,5,161.78,2021-06-21 19:15:01,27348
TXN2021000005,Denver,WINE001,Crimson Cabernet,Beverages - Wine,2,16.77,2021-09-08 00:27:44,27349
TXN2021000006,New York,APP002,Raincoat,Apparel,5,60.3,2021-02-17 13:49:32,27350
TXN2021000007,Houston,WINE003,Velvet Merlot,Beverages - Wine,4,82.59,2021-12-27 22:56:24,27351
TXN2021000008,Los Angeles,APP001,Winter Jacket,Apparel,3,148.97,2021-07-13 18:15:33,27352
TXN2021000009,Houston,SOLAR001,SunPower Panel X,Solar,5,210.44,2021-09-11 18:46:18,27353
TXN2021000010,Chicago,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,71.06,2021-11-06 04:03:16,27354
TXN2021000011,Chicago,PROD0002,Tranquil Lavender,Paint Shades,2,103.65,2021-11-16 05:26:53,27355
TXN2021000012,New York,WINE001,Crimson Cabernet,Beverages - Wine,1,162.26,2021-06-27 12:23:30,27356
TXN2021000013,San Francisco,APP001,Winter Jacket,Apparel,3,57.04,2021-01-27 04:33:51,27357
TXN2021000014,Los Angeles,APP001,Winter Jacket,Apparel,5,39.01,2021-01-13 09:01:42,27358
TXN2021000015,San Francisco,APP001,Winter Jacket,Apparel,2,32.62,2021-06-14 15:26:45,27359
TXN2021000016,Chicago,PROD0001,Pale Meadow,Paint Shades,1,67.29,2021-06-21 19:57:33,27360
TXN2021000017,Chicago,WINE001,Crimson Cabernet,Beverages - Wine,5,77.63,2021-06-18 17:17:13,27361
TXN2021000018,Los Angeles,APP002,Raincoat,Apparel,3,124.49,2021-09-06 17:41:15,27362
TXN2021000019,New York,APP002,Raincoat,Apparel,5,155.11,2021-07-29 05:11:02,27363
TXN2021000020,New York,APP001,Winter Jacket,Apparel,3,196.4,2021-11-08 12:32:48,27364
TXN2021000021,Miami,WINE001,Crimson Cabernet,Beverages - Wine,4,96.17,2021-11-11 03:23:51,27365
TXN2021000022,Chicago,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,209.05,2021-03-01 20:15:09,27366
TXN2021000023,Chicago,PROD0002,Tranquil Lavender,Paint Shades,5,151.91,2021-05-01 20:21:42,27367
TXN2021000024,Los Angeles,APP001,Winter Jacket,Apparel,4,180.42,2021-11-15 02:11:41,27368
TXN2021000025,Miami,SOLAR001,SunPower Panel X,Solar,3,75.48,2021-09-10 19:36:32,27369
TXN2021000026,Houston,SOLAR001,SunPower Panel X,Solar,2,42.18,2021-03-21 03:11:14,27370
TXN2021000027,New York,APP002,Raincoat,Apparel,1,126.47,2021-05-26 10:23:43,27371
TXN2021000028,San Francisco,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,60.1,2021-03-07 09:54:02,27372
TXN2021000029,Chicago,PROD0002,Tranquil Lavender,Paint Shades,1,88.76,2021-11-14 18:10:43,27373
TXN2021000030,Chicago,PROD0002,Tranquil Lavender,Paint Shades,1,223.8,2021-06-13 09:21:54,27374
TXN2021000031,Houston,APP001,Winter Jacket,Apparel,5,198.92,2021-10-10 03:05:58,27375
TXN2021000032,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,211.15,2021-08-04 06:21:35,27376
TXN2021000033,Seattle,WINE003,Velvet Merlot,Beverages - Wine,2,177.62,2021-01-18 15:50:12,27377
TXN2021000034,Miami,APP001,Winter Jacket,Apparel,3,149.89,2021-08-05 03:37:57,27378
TXN2021000035,Miami,SOLAR001,SunPower Panel X,Solar,1,138.7,2021-12-06 06:06:59,27379
TXN2021000036,Boston,WINE001,Crimson Cabernet,Beverages - Wine,2,129.55,2021-01-02 17:39:18,27380
