TransactionID,StoreLocation,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,SaleDate,CustomerID
TXN2020000001,Los Angeles,APP002,Raincoat,Apparel,4,221.86,2020-06-20 02:04:19,12345
TXN2020000002,Miami,APP001,Winter Jacket,Apparel,1,16.89,2020-10-05 17:20:10,12346
TXN2020000003,Los Angeles,PROD0002,Tranquil Lavender,Paint Shades,1,78.69,2020-07-25 00:06:38,12347
TXN2020000004,Miami,APP001,Winter Jacket,Apparel,3,157.08,2020-02-27 13:26:34,12348
TXN2020000005,Mountain View,APP003,Fleece Pullover,Apparel,3,18.63,2020-11-11 19:34:13,12349
TXN2020000006,Houston,APP001,Winter Jacket,Apparel,1,42.56,2020-07-12 15:51:41,12350
TXN2020000007,Houston,APP001,Winter Jacket,Apparel,3,197.35,2020-06-01 19:19:47,12351
TXN2020000008,Seattle,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,38.61,2020-07-09 06:21:59,12352
TXN2020000009,Los Angeles,APP003,Fleece Pullover,Apparel,1,195.21,2020-11-16 21:56:15,12353
TXN2020000010,San Francisco,APP002,Raincoat,Apparel,4,79.02,2020-08-09 16:38:15,12354
TXN2020000011,New York,APP003,Fleece Pullover,Apparel,3,18.33,2020-06-25 09:33:29,12355
TXN2020000012,New York,APP003,Fleece Pullover,Apparel,2,59.73,2020-02-10 12:16:56,12356
TXN2020000013,Seattle,WINE003,Velvet Merlot,Beverages - Wine,2,52.23,2020-03-23 19:31:25,12357
TXN2020000014,New York,APP003,Fleece Pullover,Apparel,2,201.39,2020-10-15 01:11:09,12358
TXN2020000015,Mountain View,PROD0001,Pale Meadow,Paint Shades,4,110.26,2020-05-04 09:50:01,12359
TXN2020000016,San Francisco,WINE001,Crimson Cabernet,Beverages - Wine,3,145.79,2020-03-27 20:51:04,12360
TXN2020000017,Houston,PROD0001,Pale Meadow,Paint Shades,4,158.03,2020-02-18 16:25:06,12361
TXN2020000018,New York,APP003,Fleece Pullover,Apparel,3,118.55,2020-08-21 19:38:33,12362
TXN2020000019,Los Angeles,PROD0039,Paint Safe Drop Cloth,Paint Accessories,2,105.06,2020-04-07 22:41:04,12363
TXN2020000020,Chicago,APP001,Winter Jacket,Apparel,5,46.15,2020-05-12 23:19:25,12364
TXN2020000021,Houston,WINE003,Velvet Merlot,Beverages - Wine,5,223.43,2020-08-12 01:18:53,12365
TXN2020000022,Houston,PROD0002,Tranquil Lavender,Paint Shades,3,43.99,2020-10-02 07:23:51,12366
TXN2020000023,Los Angeles,PROD0001,Pale Meadow,Paint Shades,2,131.05,2020-03-16 11:17:49,12367
TXN2020000024,Chicago,APP001,Winter Jacket,Apparel,5,225.15,2020-04-11 14:01:04,12368
TXN2020000025,Chicago,WINE003,Velvet Merlot,Beverages - Wine,2,201.72,2020-08-05 22:58:13,12369
