TransactionID,StoreLocation,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,SaleDate,CustomerID
TXN2023000001,San Francisco,WINE001,Crimson Cabernet,Beverages - Wine,1,105.35,2023-02-05 12:43:18,57345
TXN2023000002,Los Angeles,PROD0001,Pale Meadow,Paint Shades,2,122.3,2023-07-14 21:05:16,57346
TXN2023000003,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,140.13,2023-08-24 04:43:39,57347
TXN2023000004,New York,SOLAR001,SunPower Panel X,Solar,3,191.35,2023-11-19 17:54:18,57348
TXN2023000005,San Francisco,APP002,Raincoat,Apparel,4,74.24,2023-10-02 03:56:03,57349
TXN2023000006,New York,APP002,Raincoat,Apparel,3,45.14,2023-08-08 12:12:16,57350
TXN2023000007,Los Angeles,PROD0002,Tranquil Lavender,Paint Shades,5,179.82,2023-08-11 19:53:35,57351
TXN2023000008,Chicago,APP001,Winter Jacket,Apparel,5,33.44,2023-05-10 17:48:12,57352
TXN2023000009,Chicago,SOLAR001,SunPower Panel X,Solar,5,117.78,2023-01-19 20:02:59,57353
TXN2023000010,New York,WINE001,Crimson Cabernet,Beverages - Wine,1,196.66,2023-08-05 09:23:56,57354
TXN2023000011,Chicago,APP002,Raincoat,Apparel,2,165.65,2023-09-28 19:33:06,57355
TXN2023000012,New York,PROD0002,Tranquil Lavender,Paint Shades,3,55.37,2023-11-26 10:13:43,57356
TXN2023000013,Houston,SOLAR001,SunPower Panel X,Solar,3,21.58,2023-08-08 04:57:00,57357
TXN2023000014,Seattle,SOLAR001,SunPower Panel X,Solar,5,226.05,2023-04-01 04:54:07,57358
TXN2023000015,New York,APP002,Raincoat,Apparel,4,141.61,2023-10-05 00:30:04,57359
TXN2023000016,Los Angeles,APP003,Fleece Pullover,Apparel,5,117.92,2023-10-04 07:28:25,57360
TXN2023000017,Houston,WINE001,Crimson Cabernet,Beverages - Wine,4,164.64,2023-03-24 12:59:33,57361
TXN2023000018,New York,APP001,Winter Jacket,Apparel,5,42.06,2023-01-04 16:43:58,57362
TXN2023000019,Los Angeles,WINE001,Crimson Cabernet,Beverages - Wine,1,28.84,2023-06-14 12:06:56,57363
TXN2023000020,San Francisco,APP002,Raincoat,Apparel,2,158.03,2023-06-25 22:58:56,57364
TXN2023000021,Chicago,PROD0002,Tranquil Lavender,Paint Shades,1,44.48,2023-11-02 20:57:03,57365
TXN2023000022,San Francisco,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,221.59,2023-03-21 17:17:04,57366
TXN2023000023,San Francisco,APP003,Fleece Pullover,Apparel,4,73.22,2023-01-03 06:18:35,57367
TXN2023000024,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,224.23,2023-02-19 20:25:12,57368
TXN2023000025,New York,WINE003,Velvet Merlot,Beverages - Wine,3,186.61,2023-07-11 22:17:18,57369
TXN2023000026,New York,APP001,Winter Jacket,Apparel,5,46.44,2023-01-23 21:17:02,57370
TXN2023000027,Seattle,APP003,Fleece Pullover,Apparel,5,221.22,2023-02-11 15:02:20,57371
TXN2023000028,Los Angeles,SOLAR001,SunPower Panel X,Solar,4,168.07,2023-08-08 21:51:38,57372
TXN2023000029,Chicago,APP003,Fleece Pullover,Apparel,1,146.65,2023-08-06 11:55:03,57373
TXN2023000030,New York,WINE003,Velvet Merlot,Beverages - Wine,5,230.08,2023-05-24 10:54:18,57374
