1,'DMO-04304','Beer Stein ','Entertainment',0,'Glassware','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40304TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04304AI.jpg','','EnjoyTheMoment','Male','Single','Boomer; GenX; GenY; GenZ','',''
2,'DMO-04305','Sunglasses','Entertainment',0,'Personal','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40305TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04305AI.jpg','','BeUnique; TailoredForYou','Fem','Single','Boomer; GenX; GenY; GenZ','',''
3,'DMO-04311','Men\'s Watch','Entertainment',0,'Electronics','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40311TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04311AI.jpg','','EnjoyTheMoment; BeUnique; TailoredForYou','Male','Single','Boomer; GenX; GenY; GenZ','',''
4,'DMO-04307','Beer Mug','Entertainment',0,'Glassware','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40307TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04307AI.jpg','','EnjoyTheMoment; TailoredForYou','Male ','Single','Boomer; GenX; GenY; GenZ','',''
5,'DMO-04306','Golf shirt','Entertainment',0,'Menswear','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40306TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04306AI.jpg','','EnjoyTheMoment','Male ','Single','Boomer','',''
6,'DMO-043282','Picnic basket ','Entertainment',0,'Outdoor','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40328TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04328AI.jpg','','EnjoyTheMoment','Male','Single','Boomer; GenX; GenY; GenZ','',''
7,'DMO-04309','Wallet','Entertainment',0,'Wallets','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40309TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04309AI.jpg','','EnjoyTheMoment; BeUnique; TailoredForYou','Male ','Single','Boomer; GenX; GenY; GenZ','',''
8,'DMO-04310','Can Koosies','Entertainment',0,'Miscellaneous','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40310TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04310AI.jpg','','BeUnique','Male ','Adults','GenY','',''
9,'DMO-04308','Folding Knife','Accessories',0,'Knives','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40308TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04308AI.jpg','','EnjoyTheMoment; BeUnique','Male ','Single','GenX; GenZ','',''
10,'DMO-04312','Video Games - Forza Motor Sports','Entertainment',0,'Software','https://campaignsstore.blob.core.windows.net/thumbnails/DMO-40312TN.jpg','https://campaignsstore.blob.core.windows.net/adimage2/DMO-04312AI.jpg','','SpringIntoSummer','Male ','Single','GenY; GenZ','',''
