"Q1","FY15","September","India","Asia Pacific","Retired","0","0","Inactive","Low Business Impact","0","0","0","0","0","Inactive","0"
"Q2","FY15","October","UK","Europe","Retired","0","0","Inactive","Low Business Impact","0","0","0","0","0","Inactive","0"
"Q4","FY15","Jun","China","Asia Pacific","Retired","0","0","Inactive","Low Business Impact","0","0","0","0","0","Inactive","0"
"Q3","FY15","Feburary","Japan","Asia Pacific","Mitigate","2","2","Active","Moderate Business Impact","0","2","","","0","Active","0"
"Q2","FY15","November","USA","North & Central America","Engage","5","5","Active","High Business Impact","0","4","1","1","0","Active","0"
"Q1","FY15","September","Indonesia","Asia Pacific","Retired","0","0","Inactive","Moderate Business Impact","0","0","0","0","0","Inactive","0"
"Q2","FY15","December","Japan","Asia Pacific","Retired","0","0","Inactive","Moderate Business Impact","0","0","0","0","0","Inactive","0"
"Q3","FY15","Feburary","Australia","Asia Pacific","Retired","0","0","Inactive","Low Business Impact","0","0","0","0","0","Inactive","0"
"Q2","FY15","December","Italy","Europe","Mitigate","5","5","Active","Moderate Business Impact","4","1","","","0","Active","5"
"Q2","FY15","December","USA","North & Central America","Out of Scope","0","0","Inactive","Moderate Business Impact","0","0","0","0","0","Inactive","0"
"Q3","FY15","March","China","Asia Pacific","Sustain","0","0","Active","Moderate Business Impact","0","0","","","0","Active","0"
"Q4","FY15","May","China","Asia Pacific","Sustain","0","0","Active","High Business Impact","0","0","0","0","0","Active","0"
"Q2","FY15","December","France","Europe","Retired","0","0","Inactive","Low Business Impact","0","0","0","0","0","Inactive","0"
"Q1","FY15","August","UK","Europe","Mitigate","0","0","Active","Moderate Business Impact","0","0","0","0","0","Active","0"
"Q3","FY15","Feburary","Mexico","North & Central America","Sustain","0","0","Active","Moderate Business Impact","0","0","","","0","Active","0"
"Q2","FY15","October","Indonesia","Asia Pacific","Sustain","0","0","Active","Moderate Business Impact","0","0","","","0","Active","0"
"Q2","FY15","November","China","Asia Pacific","Out of Scope","0","0","Inactive","Low Business Impact","0","0","0","0","0","Inactive","0"
"Q2","FY15","October","Canada","North & Central America","Out of Scope","0","0","Inactive","Moderate Business Impact","0","0","0","0","0","Inactive","0"
