"Argentina","Books","Biographies","Online","Fem; Male",1299,"Mobile","Direct","Twitter","Shipping Details",500,140,"Chrome","Neutral","5","South America","Boomer; GenX; GenY; GenZ",497,20,163,201,21,"futureTech","EnjoyTheMoment; BeUnique; TailoredForYou"
"Argentina","Books","Fiction","Online","Fem; Male",1247,"Desktop","Google","Twitter","Shipping Details",459,127,"Internet Explorer","Neutral","8","South America","Boomer; GenX; GenY; GenZ",221,45,76,510,58,"#drinksafe","EnjoyTheMoment; BeUnique; TailoredForYou"
"Argentina","Books","Romance","Online","Fem; Male",1251,"Mobile","Direct","Twitter","Shipping Details",400,183,"Firefox","Positive","6","South America","Boomer; GenX; GenY; GenZ",271,34,105,1116,39,"#outdoor","EnjoyTheMoment; BeUnique; TailoredForYou"
"Argentina","Books","Trending Now","Online","Fem; Male",1287,"Mobile","Direct","Twitter","Shipping Details",458,195,"Internet Explorer","Positive","4","South America","Boomer; GenX; GenY; GenZ",214,26,109,783,32,"#getsporty","EnjoyTheMoment; BeUnique; TailoredForYou"
"Argentina","Electronics","Stemware","Online","Other",767,"Desktop","Yahoo","Blogs","HomePage",410,101,"Edge","Positive","3","South America","Gen Y (80 – 2000s)",413,48,101,77,25,"techieMe","Spring Summer Collection"
"Argentina","Cocktail Glasses","Stemware","Online","Female",576,"Tablet","Others","Blogs","Products",500,100,"Chrome","Negative","4","South America","Gen Z (2000s - now)",497,15,161,490,21,"#cocktailswithfriends","Go Eco"
"Argentina","Sport Shoes","Training & Gym Shoes","Online","Female",639,"Tablet","Yahoo","Facebook","HomePage",458,117,"Edge","Neutral","3","South America","Gen X (60 – 80s)",418,49,117,74,33,"#softlights","Homeware"
"Argentina","Sport Shoes","Cricket Shoes","Online","Female",822,"Mobile","Facebook","Facebook","HomePage",430,146,"Edge","Neutral","1","South America","Baby Boomers (45 – 60s)",266,39,146,129,39,"#softlights","Spring Summer Collection"
"Argentina","Décor","Candles","Online","Female",952,"Mobile","Google","Facebook","HomePage",527,109,"Internet Explorer","Neutral","1","South America","Gen Z (2000s - now)",226,33,109,139,46,"#welcomespring","Fall Winter Collection"
"Argentina","Cocktail Glasses","Dining Furniture","Online","Male",952,"Mobile","Direct","Twitter","Contact Us",491,119,"Firefox","Positive","1","South America","Baby Boomers (45 – 60s)",362,20,119,200,22,"#partytime","Seasonals"
