"North & Central America","USA","Décor","Womens","Female","Baby Boomers",2015-08-05 00:00:00.0000000,750.1236756,35.85044257,0.386023169,2.984763751,0.447694952,38231
"North & Central America","USA","Apparel and Footwear","Kids","Male","Baby Boomers",2015-09-16 00:00:00.0000000,520.2667797,7.07461318,0.500229438,4.1122976,0.302414543,29308
"Asia Pacific","Australia","Lighting","Womens","Other","Gen X",2015-08-29 00:00:00.0000000,257.5575787,11.33908591,0.608367801,4.778723476,0.308143367,2797
"South America","Mexico","Exercise","Accessories","Other","Gen Y",2015-09-03 00:00:00.0000000,571.9689361,11.35665086,0.54745644,1.788820501,0.517783867,10044
"Europe","France","Electronics","Computers","Female","Gen Y",2015-09-05 00:00:00.0000000,812.0508056,22.58703009,0.669982702,1.895227538,0.73616133,24041
"Asia Pacific","China","Team Sports","Accessories","Male","Gen Z",2015-09-25 00:00:00.0000000,253.6343745,26.91572317,0.262844063,4.965028733,0.5738482,14685
"South America","Brazil","Apparel and Footwear","Kids","Male","Gen Y",2015-09-04 00:00:00.0000000,415.4240982,4.185733152,0.505177487,1.014651856,0.64459247,25516
"North & Central America","USA","Team Sports","Womens","Female","Gen Y",2015-08-06 00:00:00.0000000,838.2324747,9.141608004,0.52572503,4.654922118,0.232369376,37867
"North & Central America","USA","Pillows & Cushions","Accessories","Male","Baby Boomers",2015-08-03 00:00:00.0000000,991.985737,28.64363255,0.335425952,4.920196902,0.564966874,38833
"Asia Pacific","India","Apparel and Footwear","Womens","Other","Gen Y",2015-08-31 00:00:00.0000000,602.3110102,3.399463778,0.628675581,2.792055214,0.635216261,34585
"South America","Brazil","Pillows & Cushions","Accessories","Other","Gen Z",2015-09-06 00:00:00.0000000,133.1195014,4.323350943,0.422796772,3.299934166,0.7230279,11551
"Europe","Italy","Lighting","Accessories","Female","Gen Z",2015-09-07 00:00:00.0000000,339.1948369,15.68102959,0.514231926,4.405168412,0.665384283,36888
"Asia Pacific","Japan","Lighting","Accessories","Male","Gen Y",2015-09-26 00:00:00.0000000,164.8252906,12.37766823,0.534215874,1.989302222,0.663530005,37021
"South America","Mexico","Team Sports","Kids","Male","Gen Y",2015-09-06 00:00:00.0000000,197.315402,14.43767261,0.453498116,2.01523953,0.540853376,26251
"North & Central America","USA","Apparel and Footwear","Womens","Female","Gen Z",2015-08-09 00:00:00.0000000,978.7867981,20.17946759,0.69748473,2.050252631,0.620818455,9013
"North & Central America","USA","Pillows & Cushions","Accessories","Male","Gen Y",2015-08-05 00:00:00.0000000,115.61861,28.60616096,0.27945107,2.982516157,0.570133524,6643
"Asia Pacific","China","Décor","Womens","Other","Gen Y",2015-09-01 00:00:00.0000000,958.1733946,8.267662058,0.245090362,4.044895407,0.362690588,32664
"South America","Brazil","Team Sports","Accessories","Other","Baby Boomers",2015-09-07 00:00:00.0000000,327.2923585,16.93757498,0.71935789,4.124269162,0.307201361,4883
"Europe","Spain","Exercise","Accessories","Female","Gen Z",2015-09-09 00:00:00.0000000,923.1306279,14.78611588,0.585493936,1.652172865,0.291392079,37780
"Asia Pacific","China","Apparel and Footwear","Accessories","Male","Gen Z",2015-09-27 00:00:00.0000000,988.6068324,7.724570967,0.46752666,1.798283761,0.559681225,11944
"South America","Mexico","Exercise","Kids","Male","Gen Z",2015-09-09 00:00:00.0000000,933.0040164,38.81450908,0.45473526,4.017860214,0.429973249,29404
"North & Central America","USA","Pillows & Cushions","Womens","Female","Gen Z",2015-08-10 00:00:00.0000000,818.9769444,11.88862936,0.460332174,2.229849056,0.747594833,17477
"North & Central America","USA","Lighting","Accessories","Male","Gen Y",2015-08-06 00:00:00.0000000,630.5555581,28.75329872,0.243487544,2.751577039,0.314494101,3337
"Asia Pacific","India","Exercise","Womens","Other","Gen Y",2015-09-02 00:00:00.0000000,243.3200954,16.5285159,0.560581818,3.592428516,0.643056926,6732
