Id,CampaignId,CampaignName,CampaignStartDate,CampaignEndDate,Cost,ROI,LeadGeneration,RevenueTarget,CampaignTactic,Profit,MarketingCost
"2","4","BeUnique","1/1/2018 0:00","3/31/2018 0:00","1000","1","100","1000","100","$745,600","100"
"3","1","EnjoyTheMoment","1/1/2018 0:00","3/31/2018 0:00","1000","1","100","1000","100","$2,554,800","100"
"4","6","FallIntoWinter","1/1/2018 0:00","3/31/2018 0:00","1000","1","100","1000","100","$331,960","100"
"5","3","SustainableFashion","1/1/2018 0:00","3/31/2018 0:00","1000","1","100","1000","100","$2,105,808","100"
"6","4","BeUnique","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$1,075,200","100"
"7","1","EnjoyTheMoment","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$1,293,600","100"
"8","6","FallIntoWinter","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$420,755","100"
"9","3","SustainableFashion","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$1,831,176","100"
"10","4","BeUnique","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$973,200","100"
"11","1","EnjoyTheMoment","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$1,118,400","100"
"12","6","FallIntoWinter","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$671,660","100"
"13","3","SustainableFashion","1/1/2019 0:00","3/31/2019 0:00","1000","1","100","1000","100","$1,763,189","100"
"14","4","BeUnique","4/1/2019 0:00","7/30/2019 0:00","1000","1","100","1000","100","$1,206,000","100"
"15","1","EnjoyTheMoment","4/1/2019 0:00","7/30/2019 0:00","1000","1","100","1000","100","$1,033,200","100"
"16","6","FallIntoWinter","4/1/2019 0:00","7/30/2019 0:00","1000","1","100","1000","100","$725,625","100"
"17","3","SustainableFashion","4/1/2019 0:00","7/30/2019 0:00","1000","1","100","1000","100","$1,460,826","100"
"18","5","GoEco","9/1/2019 0:00","12/31/2019 0:00","1000","1","100","1000","100","$2,515,439","100"
"19","2","LetsRun","9/1/2019 0:00","12/31/2019 0:00","1000","1","100","1000","100","$8,914,567","100"
"20","7","LetsSurf","9/1/2019 0:00","12/31/2019 0:00","1000","1","100","1000","100","$12,564,557","100"
