CityID,Month,KPIName,Values,Goal
"B1",2020-01-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-02-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-03-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-04-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-05-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-06-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-07-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-08-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-09-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-10-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-11-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-12-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-01-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-02-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-03-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-04-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-05-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-06-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-07-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-08-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-09-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-10-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-11-01 00:00:00.0000000,"# of Stops",2606,
"B1",2021-12-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-01-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-02-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-03-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-04-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-05-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-06-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-07-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-08-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-09-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-10-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-11-01 00:00:00.0000000,"# of Stops",2606,
"C1",2020-12-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-01-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-02-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-03-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-04-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-05-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-06-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-07-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-08-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-09-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-10-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-11-01 00:00:00.0000000,"# of Stops",2606,
"C1",2021-12-01 00:00:00.0000000,"# of Stops",2606,
"B1",2020-01-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-02-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-03-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-04-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-05-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-06-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-07-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-08-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-09-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-10-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-11-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2020-12-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",12,10
"B1",2021-01-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-02-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-03-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-04-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-05-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-06-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-07-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-08-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-09-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-10-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-11-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"B1",2021-12-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-01-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-02-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-03-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-04-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-05-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-06-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-07-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-08-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-09-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-10-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
"C1",2020-11-01 00:00:00.0000000,"Wait Time at Bus Stops in Min",8,10
