AggregationPeriod,DeviceName,DischargePressureMean,PowerMean,SuctionPressureMean
120,PQ_4738_CF,97.63247813206834,1087.8062715758747,27.770969606738017
120,PQ_4738_CF,97.62699071731443,1087.345772417963,27.890951093380945
120,PQ_4738_CF,97.67204051745139,1087.5128486783822,27.780150452295757
120,PQ_4738_CF,97.36496721547327,1086.3139724110802,27.861455485000352
120,PQ_4738_CF,97.54960762091932,1083.7345665778666,27.805038981769233
120,PQ_4738_CF,97.69630586991794,1082.456381235602,27.764742299364094
120,PQ_4738_CF,97.36583227267302,1083.1074702332105,27.869061196731504
120,PQ_4738_CF,97.34326414005379,1080.2933188534685,27.780556274165967
120,PQ_4738_CF,97.5145513370178,1085.876814462029,27.69495304154419
120,PQ_4738_CF,97.56533473884794,1083.4974416085952,27.847852077548
120,PQ_4738_CF,97.09565549892066,1088.1944742043581,27.82667124432826
120,PQ_4738_CF,97.2661772559105,1082.441505314365,27.88968008948233
120,PQ_4738_CF,97.85668140650218,1086.0153235527287,27.901336379377863
120,PQ_4738_CF,97.55769504477843,1090.8431032268554,27.915035136567255
120,PQ_4738_CF,97.15838061961786,1086.7025738293971,27.82910779531614
120,PQ_4738_CF,97.15646581686512,1081.8520953900056,27.847883061908046
120,PQ_4738_CF,97.70720421021227,1075.7505376792017,27.897090422140558
120,PQ_4738_CF,97.51077287175522,1084.0336521901736,27.892030959964345
120,PQ_4738_CF,97.52003515076879,1089.8123396577166,27.806986987492476
120,PQ_4738_CF,97.58878426337328,1084.590713203484,27.906029849473974
120,PQ_4738_CF,97.41124002950916,1086.190636589975,27.83528996803643
120,PQ_4738_CF,97.39233935575946,1084.3652960217396,27.745616760177203
120,PQ_4738_CF,97.9001108475661,1086.2626699631896,27.79384186460887
120,PQ_4738_CF,97.49371325441614,1084.8320721441414,27.936602105743123
120,PQ_4738_CF,97.3509270348287,1086.1852226506433,27.77778161015808
120,PQ_4738_CF,97.44259146382595,1089.487347244802,27.791897505075646
120,PQ_4738_CF,97.74900037970582,1087.4579109478284,27.70275836820483
120,PQ_4738_CF,97.61803717838727,1084.5552273092935,27.864125357761697
120,PQ_4738_CF,97.77854099836645,1084.6952803850284,27.921824168172655
120,PQ_4738_CF,97.10409936163724,1086.8993231669347,27.941834803500445
120,PQ_4738_CF,97.46820641248948,1082.725062110158,27.845384920237624
120,PQ_4738_CF,97.34308356946376,1083.800274263163,27.748908743562083
120,PQ_4738_CF,97.14424687137179,1081.229247615811,27.821270425517945
120,PQ_4738_CF,97.2963983996843,1082.7589348443296,27.661938206134383
120,PQ_4738_CF,98.05945246846031,1079.8705717194964,27.94099102239509
