time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-12 00:00:00+00:00,2.0,2.0,3,2
2024-10-13 00:00:00+00:00,2.0,2.0,14,5
2024-10-14 00:00:00+00:00,4.0,3.0,162,22
2024-10-15 00:00:00+00:00,12.0,7.0,120,23
2024-10-16 00:00:00+00:00,11.0,7.0,254,36
2024-10-17 00:00:00+00:00,2.0,2.0,150,29
2024-10-18 00:00:00+00:00,6.0,3.0,117,28
2024-10-19 00:00:00+00:00,5.0,2.0,27,11
2024-10-20 00:00:00+00:00,3.0,3.0,9,5
2024-10-21 00:00:00+00:00,3.0,3.0,188,23
2024-10-22 00:00:00+00:00,1.0,1.0,89,24
2024-10-23 00:00:00+00:00,2.0,2.0,94,21
2024-10-24 00:00:00+00:00,7.0,4.0,78,22
2024-10-25 00:00:00+00:00,,,130,25
