time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-17 00:00:00+00:00,4.0,3.0,31,13
2024-03-18 00:00:00+00:00,13.0,7.0,197,28
2024-03-19 00:00:00+00:00,7.0,6.0,98,27
2024-03-20 00:00:00+00:00,10.0,5.0,371,52
2024-03-21 00:00:00+00:00,16.0,7.0,319,37
2024-03-22 00:00:00+00:00,7.0,4.0,205,28
2024-03-23 00:00:00+00:00,7.0,5.0,10,7
2024-03-24 00:00:00+00:00,4.0,3.0,14,3
2024-03-25 00:00:00+00:00,10.0,5.0,178,31
2024-03-26 00:00:00+00:00,6.0,5.0,171,22
2024-03-27 00:00:00+00:00,6.0,5.0,175,22
2024-03-28 00:00:00+00:00,7.0,6.0,107,24
2024-03-29 00:00:00+00:00,8.0,5.0,138,16
2024-03-30 00:00:00+00:00,,,9,5
