url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,219,51
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,81,22
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,74,15
/microsoft/Azure-Analytics-and-AI-Engagement,65,42
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,40,9
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,37,14
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main,37,13
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement/latest-report,35,11
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,33,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,29,10
