time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-08 00:00:00+00:00,1.0,1.0,40,8
2024-07-09 00:00:00+00:00,2.0,2.0,83,14
2024-07-10 00:00:00+00:00,1.0,1.0,100,8
2024-07-11 00:00:00+00:00,6.0,4.0,174,18
2024-07-12 00:00:00+00:00,4.0,4.0,214,19
2024-07-13 00:00:00+00:00,2.0,2.0,9,3
2024-07-14 00:00:00+00:00,2.0,2.0,10,3
2024-07-15 00:00:00+00:00,5.0,2.0,55,17
2024-07-16 00:00:00+00:00,5.0,3.0,58,12
2024-07-17 00:00:00+00:00,5.0,3.0,247,25
2024-07-18 00:00:00+00:00,4.0,4.0,202,22
2024-07-19 00:00:00+00:00,2.0,2.0,180,16
2024-07-20 00:00:00+00:00,8.0,3.0,6,3
2024-07-21 00:00:00+00:00,,,48,5
