time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-14 00:00:00+00:00,2,2,112,33
2025-01-15 00:00:00+00:00,1,1,104,19
2025-01-16 00:00:00+00:00,1,1,93,23
2025-01-17 00:00:00+00:00,8,6,204,20
2025-01-18 00:00:00+00:00,5,4,115,7
2025-01-19 00:00:00+00:00,5,5,42,10
2025-01-20 00:00:00+00:00,2,2,76,19
2025-01-21 00:00:00+00:00,1,1,87,15
2025-01-22 00:00:00+00:00,1,1,49,14
2025-01-23 00:00:00+00:00,1,1,86,17
2025-01-24 00:00:00+00:00,1,1,130,21
2025-01-25 00:00:00+00:00,2,2,8,4
2025-01-26 00:00:00+00:00,3,2,34,5
2025-01-27 00:00:00+00:00,1,1,57,15
