time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-08 00:00:00+00:00,3.0,2.0,59,11
2025-01-09 00:00:00+00:00,4.0,2.0,48,17
2025-01-10 00:00:00+00:00,3.0,3.0,29,16
2025-01-11 00:00:00+00:00,1.0,1.0,6,3
2025-01-12 00:00:00+00:00,1.0,1.0,15,6
2025-01-13 00:00:00+00:00,1.0,1.0,41,14
2025-01-14 00:00:00+00:00,2.0,2.0,112,33
2025-01-15 00:00:00+00:00,1.0,1.0,104,19
2025-01-16 00:00:00+00:00,1.0,1.0,93,23
2025-01-17 00:00:00+00:00,8.0,6.0,204,20
2025-01-18 00:00:00+00:00,5.0,4.0,115,7
2025-01-19 00:00:00+00:00,5.0,5.0,42,10
2025-01-20 00:00:00+00:00,2.0,2.0,76,19
2025-01-21 00:00:00+00:00,,,80,13
