time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-24 00:00:00+00:00,4,3,9,4
2024-08-25 00:00:00+00:00,5,3,19,5
2024-08-26 00:00:00+00:00,2,2,38,11
2024-08-27 00:00:00+00:00,9,7,149,24
2024-08-28 00:00:00+00:00,4,4,102,18
2024-08-29 00:00:00+00:00,6,6,209,14
2024-08-30 00:00:00+00:00,4,4,129,10
2024-08-31 00:00:00+00:00,3,3,3,3
2024-09-01 00:00:00+00:00,2,2,35,5
2024-09-02 00:00:00+00:00,3,2,71,13
2024-09-03 00:00:00+00:00,2,2,89,10
2024-09-04 00:00:00+00:00,3,3,99,13
2024-09-05 00:00:00+00:00,1,1,123,21
2024-09-06 00:00:00+00:00,3,3,110,14
