url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,128,71
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,28,14
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,27,20
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024/lab24,26,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,24,17
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024,21,11
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/HOL-step-by-step.md,18,2
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab-2024/lab24/Readme-Shell.md,15,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/Before-Starting.md,13,9
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main,12,9
