url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,122,68
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,30,21
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,26,15
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,23,16
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/HOL-step-by-step.md,21,3
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024,16,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024/lab24,14,3
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/Before-Starting.md,13,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,11,9
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,11,6
