time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-28 00:00:00+00:00,8,5,68,6
2024-09-29 00:00:00+00:00,2,2,14,7
2024-09-30 00:00:00+00:00,2,2,127,21
2024-10-01 00:00:00+00:00,5,4,130,23
2024-10-02 00:00:00+00:00,4,3,54,21
2024-10-03 00:00:00+00:00,6,4,76,18
2024-10-04 00:00:00+00:00,6,3,52,19
2024-10-05 00:00:00+00:00,2,2,13,5
2024-10-06 00:00:00+00:00,4,3,4,3
2024-10-07 00:00:00+00:00,3,2,74,15
2024-10-08 00:00:00+00:00,4,3,77,17
2024-10-09 00:00:00+00:00,1,1,118,18
2024-10-10 00:00:00+00:00,4,2,100,22
2024-10-11 00:00:00+00:00,2,2,121,18
