time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-20 00:00:00+00:00,10,5,13,4
2024-04-21 00:00:00+00:00,13,8,21,6
2024-04-22 00:00:00+00:00,8,6,75,14
2024-04-23 00:00:00+00:00,7,6,172,25
2024-04-24 00:00:00+00:00,7,5,162,23
2024-04-25 00:00:00+00:00,7,5,218,23
2024-04-26 00:00:00+00:00,11,5,127,19
2024-04-27 00:00:00+00:00,14,8,72,3
2024-04-28 00:00:00+00:00,8,7,39,11
2024-04-29 00:00:00+00:00,11,8,204,19
2024-04-30 00:00:00+00:00,4,3,126,16
2024-05-01 00:00:00+00:00,8,7,65,14
2024-05-02 00:00:00+00:00,11,7,159,22
2024-05-03 00:00:00+00:00,7,5,83,13
