url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,191,32
/microsoft/Azure-Analytics-and-AI-Engagement,82,42
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,63,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,44,13
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main,40,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/publicfinance/fintaxdemo/artifacts/reports,40,1
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric/artifacts,34,5
/microsoft/Azure-Analytics-and-AI-Engagement/blob/healthcare2/healthcare2/Readme-shell.md,31,14
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric/PowerBI%20Copilot,31,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric/artifacts/warehousescripts,25,4
