time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-21 00:00:00+00:00,1.0,1.0,53,7
2024-07-22 00:00:00+00:00,1.0,1.0,134,19
2024-07-23 00:00:00+00:00,2.0,2.0,281,18
2024-07-24 00:00:00+00:00,5.0,3.0,148,26
2024-07-25 00:00:00+00:00,4.0,2.0,342,16
2024-07-26 00:00:00+00:00,2.0,2.0,159,17
2024-07-27 00:00:00+00:00,1.0,1.0,7,5
2024-07-28 00:00:00+00:00,2.0,2.0,33,2
2024-07-29 00:00:00+00:00,6.0,5.0,86,10
2024-07-30 00:00:00+00:00,3.0,3.0,315,24
2024-07-31 00:00:00+00:00,6.0,4.0,394,35
2024-08-01 00:00:00+00:00,1.0,1.0,164,22
2024-08-02 00:00:00+00:00,5.0,3.0,98,16
2024-08-03 00:00:00+00:00,,,18,7
