time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-01 00:00:00+00:00,8,3,81,19
2024-04-02 00:00:00+00:00,9,4,116,23
2024-04-03 00:00:00+00:00,12,7,169,24
2024-04-04 00:00:00+00:00,9,6,470,22
2024-04-05 00:00:00+00:00,7,4,208,18
2024-04-06 00:00:00+00:00,6,4,4,2
2024-04-07 00:00:00+00:00,6,5,52,10
2024-04-08 00:00:00+00:00,6,5,108,28
2024-04-09 00:00:00+00:00,6,5,172,15
2024-04-10 00:00:00+00:00,10,7,337,26
2024-04-11 00:00:00+00:00,5,4,110,17
2024-04-12 00:00:00+00:00,7,5,140,22
2024-04-13 00:00:00+00:00,6,5,19,8
2024-04-14 00:00:00+00:00,1,1,72,7
