time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,4,3,34,6
2024-06-10 00:00:00+00:00,13,8,93,13
2024-06-11 00:00:00+00:00,10,6,90,14
2024-06-12 00:00:00+00:00,13,10,158,56
2024-06-13 00:00:00+00:00,1,1,123,29
2024-06-14 00:00:00+00:00,4,4,153,14
2024-06-15 00:00:00+00:00,5,5,17,5
2024-06-16 00:00:00+00:00,1,1,19,6
2024-06-17 00:00:00+00:00,10,6,44,10
2024-06-18 00:00:00+00:00,4,4,56,15
2024-06-19 00:00:00+00:00,4,4,21,9
2024-06-20 00:00:00+00:00,5,5,95,23
2024-06-21 00:00:00+00:00,4,2,59,9
2024-06-22 00:00:00+00:00,3,2,20,7
