url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab/ignite/Readme-Shell.md,125,46
/microsoft/Azure-Analytics-and-AI-Engagement,91,59
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,52,18
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,33,12
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,32,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,24,6
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/HOL-step-by-step.md,22,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric/PowerBI%20Copilot,22,5
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,20,9
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing/automation,19,6
