url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,187,51
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,51,12
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,48,20
/microsoft/Azure-Analytics-and-AI-Engagement,46,34
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,35,14
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,35,5
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main,31,11
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement/latest-report,30,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/retail2.0/retail/Readme-shell.md,26,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/traffic,25,6
