time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-17 00:00:00+00:00,1.0,1.0,10,10
2024-11-18 00:00:00+00:00,2.0,2.0,137,59
2024-11-19 00:00:00+00:00,1.0,1.0,169,36
2024-11-20 00:00:00+00:00,3.0,3.0,66,33
2024-11-21 00:00:00+00:00,2.0,2.0,70,23
2024-11-22 00:00:00+00:00,5.0,5.0,65,19
2024-11-23 00:00:00+00:00,4.0,3.0,15,8
2024-11-24 00:00:00+00:00,2.0,2.0,36,4
2024-11-25 00:00:00+00:00,3.0,2.0,57,21
2024-11-26 00:00:00+00:00,6.0,4.0,65,18
2024-11-27 00:00:00+00:00,5.0,3.0,76,22
2024-11-28 00:00:00+00:00,5.0,4.0,42,13
2024-11-29 00:00:00+00:00,2.0,2.0,28,11
2024-11-30 00:00:00+00:00,,,36,8
