time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-09 00:00:00+00:00,3,2,71,24
2024-12-10 00:00:00+00:00,5,2,79,22
2024-12-11 00:00:00+00:00,2,2,108,21
2024-12-12 00:00:00+00:00,5,3,129,25
2024-12-13 00:00:00+00:00,7,4,70,16
2024-12-14 00:00:00+00:00,2,2,3,3
2024-12-15 00:00:00+00:00,2,2,34,7
2024-12-16 00:00:00+00:00,2,2,27,15
2024-12-17 00:00:00+00:00,8,6,36,13
2024-12-18 00:00:00+00:00,3,3,17,7
2024-12-19 00:00:00+00:00,2,2,9,5
2024-12-20 00:00:00+00:00,5,3,9,4
2024-12-21 00:00:00+00:00,1,1,17,5
2024-12-22 00:00:00+00:00,2,2,19,3
