time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-28 00:00:00+00:00,4.0,4.0,102,18
2024-08-29 00:00:00+00:00,6.0,6.0,209,14
2024-08-30 00:00:00+00:00,4.0,4.0,129,10
2024-08-31 00:00:00+00:00,3.0,3.0,3,3
2024-09-01 00:00:00+00:00,2.0,2.0,35,5
2024-09-02 00:00:00+00:00,3.0,2.0,71,13
2024-09-03 00:00:00+00:00,2.0,2.0,89,10
2024-09-04 00:00:00+00:00,3.0,3.0,99,13
2024-09-05 00:00:00+00:00,1.0,1.0,123,21
2024-09-06 00:00:00+00:00,4.0,4.0,122,14
2024-09-07 00:00:00+00:00,5.0,4.0,35,4
2024-09-08 00:00:00+00:00,2.0,2.0,35,7
2024-09-09 00:00:00+00:00,4.0,2.0,42,14
2024-09-10 00:00:00+00:00,,,133,18
