url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,120,67
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,33,23
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,24,12
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,23,15
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/HOL-step-by-step.md,21,3
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024,19,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024/lab24,17,3
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/Before-Starting.md,13,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,11,6
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,10,5
