time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-16 00:00:00+00:00,5,4,55,5
2024-08-17 00:00:00+00:00,2,2,31,6
2024-08-18 00:00:00+00:00,4,3,3,2
2024-08-19 00:00:00+00:00,7,5,87,13
2024-08-20 00:00:00+00:00,2,2,127,23
2024-08-21 00:00:00+00:00,2,2,155,20
2024-08-22 00:00:00+00:00,3,3,28,10
2024-08-23 00:00:00+00:00,3,3,81,10
2024-08-24 00:00:00+00:00,4,3,9,4
2024-08-25 00:00:00+00:00,5,3,19,5
2024-08-26 00:00:00+00:00,2,2,38,11
2024-08-27 00:00:00+00:00,9,7,149,24
2024-08-28 00:00:00+00:00,4,4,102,18
2024-08-29 00:00:00+00:00,3,3,209,14
