url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,61,39
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,16,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,14,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0,12,2
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric/artifacts/warehousescripts,11,4
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,10,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/healthcare2/healthcare2,10,1
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,9,2
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,9,2
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing/automation/artifacts/storageassets,8,1
