time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-02 00:00:00+00:00,4.0,3.0,106,25
2024-12-03 00:00:00+00:00,8.0,5.0,69,24
2024-12-04 00:00:00+00:00,3.0,2.0,88,18
2024-12-05 00:00:00+00:00,2.0,2.0,60,14
2024-12-06 00:00:00+00:00,2.0,2.0,44,7
2024-12-07 00:00:00+00:00,2.0,2.0,10,7
2024-12-08 00:00:00+00:00,2.0,2.0,16,7
2024-12-09 00:00:00+00:00,3.0,2.0,71,24
2024-12-10 00:00:00+00:00,5.0,2.0,79,22
2024-12-11 00:00:00+00:00,2.0,2.0,108,21
2024-12-12 00:00:00+00:00,5.0,3.0,129,25
2024-12-13 00:00:00+00:00,7.0,4.0,70,16
2024-12-14 00:00:00+00:00,2.0,2.0,3,3
2024-12-15 00:00:00+00:00,,,21,4
