time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-26 00:00:00+00:00,6,4,65,18
2024-11-27 00:00:00+00:00,5,3,76,22
2024-11-28 00:00:00+00:00,5,4,42,13
2024-11-29 00:00:00+00:00,2,2,28,11
2024-11-30 00:00:00+00:00,1,1,39,10
2024-12-01 00:00:00+00:00,7,6,20,4
2024-12-02 00:00:00+00:00,4,3,106,25
2024-12-03 00:00:00+00:00,8,5,69,24
2024-12-04 00:00:00+00:00,3,2,88,18
2024-12-05 00:00:00+00:00,2,2,60,14
2024-12-06 00:00:00+00:00,2,2,44,7
2024-12-07 00:00:00+00:00,2,2,10,7
2024-12-08 00:00:00+00:00,2,2,16,7
2024-12-09 00:00:00+00:00,2,1,64,20
