time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-29 00:00:00+00:00,3.0,3.0,99,22
2024-03-01 00:00:00+00:00,3.0,1.0,195,22
2024-03-02 00:00:00+00:00,1.0,1.0,13,8
2024-03-03 00:00:00+00:00,2.0,2.0,36,12
2024-03-04 00:00:00+00:00,5.0,4.0,136,27
2024-03-05 00:00:00+00:00,3.0,3.0,105,16
2024-03-06 00:00:00+00:00,20.0,9.0,347,37
2024-03-07 00:00:00+00:00,5.0,5.0,240,21
2024-03-08 00:00:00+00:00,18.0,9.0,189,18
2024-03-09 00:00:00+00:00,10.0,9.0,8,3
2024-03-10 00:00:00+00:00,8.0,6.0,101,7
2024-03-11 00:00:00+00:00,9.0,7.0,401,63
2024-03-12 00:00:00+00:00,12.0,10.0,158,43
2024-03-13 00:00:00+00:00,,,179,32
