time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-14 00:00:00+00:00,2.0,2.0,10,3
2024-07-15 00:00:00+00:00,5.0,2.0,55,17
2024-07-16 00:00:00+00:00,5.0,3.0,58,12
2024-07-17 00:00:00+00:00,5.0,3.0,247,25
2024-07-18 00:00:00+00:00,4.0,4.0,202,22
2024-07-19 00:00:00+00:00,2.0,2.0,180,16
2024-07-20 00:00:00+00:00,8.0,3.0,6,3
2024-07-21 00:00:00+00:00,1.0,1.0,53,7
2024-07-22 00:00:00+00:00,1.0,1.0,134,19
2024-07-23 00:00:00+00:00,2.0,2.0,281,18
2024-07-24 00:00:00+00:00,5.0,3.0,148,26
2024-07-25 00:00:00+00:00,4.0,2.0,342,16
2024-07-26 00:00:00+00:00,2.0,2.0,159,17
2024-07-27 00:00:00+00:00,,,4,3
