time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-01 00:00:00+00:00,3,1,195,22
2024-03-02 00:00:00+00:00,1,1,13,8
2024-03-03 00:00:00+00:00,2,2,36,12
2024-03-04 00:00:00+00:00,5,4,136,27
2024-03-05 00:00:00+00:00,3,3,105,16
2024-03-06 00:00:00+00:00,20,9,347,37
2024-03-07 00:00:00+00:00,5,5,240,21
2024-03-08 00:00:00+00:00,18,9,189,18
2024-03-09 00:00:00+00:00,10,9,8,3
2024-03-10 00:00:00+00:00,8,6,101,7
2024-03-11 00:00:00+00:00,9,7,401,63
2024-03-12 00:00:00+00:00,12,10,158,43
2024-03-13 00:00:00+00:00,5,4,189,35
2024-03-14 00:00:00+00:00,3,2,143,30
