time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-05 00:00:00+00:00,4,2,142,11
2024-07-06 00:00:00+00:00,2,2,11,7
2024-07-07 00:00:00+00:00,2,2,46,12
2024-07-08 00:00:00+00:00,1,1,40,8
2024-07-09 00:00:00+00:00,2,2,83,14
2024-07-10 00:00:00+00:00,1,1,100,8
2024-07-11 00:00:00+00:00,6,4,174,18
2024-07-12 00:00:00+00:00,4,4,214,19
2024-07-13 00:00:00+00:00,2,2,9,3
2024-07-14 00:00:00+00:00,2,2,10,3
2024-07-15 00:00:00+00:00,5,2,55,17
2024-07-16 00:00:00+00:00,5,3,58,12
2024-07-17 00:00:00+00:00,5,3,247,25
2024-07-18 00:00:00+00:00,2,2,118,20
