time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-27 00:00:00+00:00,3.0,3.0,50,9
2024-09-28 00:00:00+00:00,8.0,5.0,68,6
2024-09-29 00:00:00+00:00,2.0,2.0,14,7
2024-09-30 00:00:00+00:00,2.0,2.0,127,21
2024-10-01 00:00:00+00:00,5.0,4.0,130,23
2024-10-02 00:00:00+00:00,4.0,3.0,54,21
2024-10-03 00:00:00+00:00,6.0,4.0,76,18
2024-10-04 00:00:00+00:00,6.0,3.0,52,19
2024-10-05 00:00:00+00:00,2.0,2.0,13,5
2024-10-06 00:00:00+00:00,4.0,3.0,4,3
2024-10-07 00:00:00+00:00,3.0,2.0,74,15
2024-10-08 00:00:00+00:00,4.0,3.0,77,17
2024-10-09 00:00:00+00:00,1.0,1.0,118,18
2024-10-10 00:00:00+00:00,,,52,21
