time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-21 00:00:00+00:00,2.0,2.0,70,23
2024-11-22 00:00:00+00:00,5.0,5.0,65,19
2024-11-23 00:00:00+00:00,4.0,3.0,15,8
2024-11-24 00:00:00+00:00,2.0,2.0,36,4
2024-11-25 00:00:00+00:00,3.0,2.0,57,21
2024-11-26 00:00:00+00:00,6.0,4.0,65,18
2024-11-27 00:00:00+00:00,5.0,3.0,76,22
2024-11-28 00:00:00+00:00,5.0,4.0,42,13
2024-11-29 00:00:00+00:00,2.0,2.0,28,11
2024-11-30 00:00:00+00:00,1.0,1.0,39,10
2024-12-01 00:00:00+00:00,7.0,6.0,20,4
2024-12-02 00:00:00+00:00,4.0,3.0,106,25
2024-12-03 00:00:00+00:00,8.0,5.0,69,24
2024-12-04 00:00:00+00:00,,,74,15
