url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,142,83
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,112,35
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,86,52
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,50,24
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,35,17
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,32,11
/microsoft/Azure-Analytics-and-AI-Engagement/tree/publicfinance/fintaxdemo/artifacts/reports,28,5
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,26,10
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/fabricSetup.ps1,25,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0,20,8
