time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-07 00:00:00+00:00,3,2,74,15
2024-10-08 00:00:00+00:00,4,3,77,17
2024-10-09 00:00:00+00:00,1,1,118,18
2024-10-10 00:00:00+00:00,4,2,100,22
2024-10-11 00:00:00+00:00,5,4,124,19
2024-10-12 00:00:00+00:00,2,2,3,2
2024-10-13 00:00:00+00:00,2,2,14,5
2024-10-14 00:00:00+00:00,4,3,162,22
2024-10-15 00:00:00+00:00,12,7,120,23
2024-10-16 00:00:00+00:00,11,7,254,36
2024-10-17 00:00:00+00:00,2,2,150,29
2024-10-18 00:00:00+00:00,6,3,117,28
2024-10-19 00:00:00+00:00,5,2,27,11
2024-10-20 00:00:00+00:00,1,1,9,5
