url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,85,59
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,29,17
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,22,9
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024,20,12
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024/lab24,18,9
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,17,12
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024/lab24/artifacts,12,5
/microsoft/Azure-Analytics-and-AI-Engagement/blob/retail2.0/retail/Readme-shell.md,11,6
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/initialLaunch/Readme-shell.md,11,4
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,8,8
