time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-19 00:00:00+00:00,8.0,4.0,7,5
2024-05-20 00:00:00+00:00,7.0,6.0,79,14
2024-05-21 00:00:00+00:00,11.0,6.0,120,20
2024-05-22 00:00:00+00:00,10.0,6.0,299,33
2024-05-23 00:00:00+00:00,5.0,4.0,505,79
2024-05-24 00:00:00+00:00,10.0,5.0,243,21
2024-05-25 00:00:00+00:00,8.0,7.0,7,5
2024-05-26 00:00:00+00:00,9.0,5.0,15,8
2024-05-27 00:00:00+00:00,8.0,6.0,252,21
2024-05-28 00:00:00+00:00,4.0,3.0,40,20
2024-05-29 00:00:00+00:00,4.0,3.0,168,13
2024-05-30 00:00:00+00:00,4.0,3.0,240,19
2024-05-31 00:00:00+00:00,12.0,8.0,313,14
2024-06-01 00:00:00+00:00,,,49,6
