url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,133,89
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,86,61
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024,74,40
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,34,18
/microsoft/Azure-Analytics-and-AI-Engagement/tree/ignite-lab-2024/lab24,20,9
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric/artifacts,19,7
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,16,12
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,15,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab/ignite/Readme-Shell.md,14,13
/microsoft/Azure-Analytics-and-AI-Engagement/tree/fsi/fsidemo,14,4
