url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,119,67
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,73,31
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,47,27
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,26,18
/microsoft/Azure-Analytics-and-AI-Engagement/issues,26,5
/microsoft/Azure-Analytics-and-AI-Engagement/blob/healthcare2/healthcare2/Readme-shell.md,23,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/healthcare2/healthcare2,23,1
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab-2024/lab24/Readme-Shell.md,17,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,17,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/sustainability2.0/sustainability,16,2
