url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,109,34
/microsoft/Azure-Analytics-and-AI-Engagement,81,44
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,68,22
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,45,11
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main,35,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,34,12
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,24,7
/microsoft/Azure-Analytics-and-AI-Engagement/issues/117,22,18
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,21,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,20,8
