time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-23 00:00:00+00:00,3,3,30,6
2024-06-24 00:00:00+00:00,2,2,40,12
2024-06-25 00:00:00+00:00,6,6,205,20
2024-06-26 00:00:00+00:00,4,3,31,8
2024-06-27 00:00:00+00:00,4,3,102,31
2024-06-28 00:00:00+00:00,3,3,23,10
2024-06-29 00:00:00+00:00,1,1,49,7
2024-06-30 00:00:00+00:00,4,3,6,3
2024-07-01 00:00:00+00:00,3,2,43,9
2024-07-02 00:00:00+00:00,4,4,53,7
2024-07-03 00:00:00+00:00,2,2,106,10
2024-07-04 00:00:00+00:00,1,1,89,20
2024-07-05 00:00:00+00:00,4,2,142,11
2024-07-06 00:00:00+00:00,1,1,7,5
