time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-07 00:00:00+00:00,6.0,5.0,52,10
2024-04-08 00:00:00+00:00,6.0,5.0,108,28
2024-04-09 00:00:00+00:00,6.0,5.0,172,15
2024-04-10 00:00:00+00:00,10.0,7.0,337,26
2024-04-11 00:00:00+00:00,5.0,4.0,110,17
2024-04-12 00:00:00+00:00,7.0,5.0,140,22
2024-04-13 00:00:00+00:00,6.0,5.0,19,8
2024-04-14 00:00:00+00:00,4.0,4.0,72,7
2024-04-15 00:00:00+00:00,12.0,9.0,168,20
2024-04-16 00:00:00+00:00,11.0,7.0,167,19
2024-04-17 00:00:00+00:00,7.0,5.0,93,22
2024-04-18 00:00:00+00:00,11.0,6.0,159,24
2024-04-19 00:00:00+00:00,8.0,6.0,33,7
2024-04-20 00:00:00+00:00,,,10,4
