url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,118,71
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,107,35
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,26,15
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,24,13
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric/artifacts/warehousescripts,19,4
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/fabricSetup.ps1,18,7
/microsoft/Azure-Analytics-and-AI-Engagement/issues,15,6
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/HealthCare,14,9
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/PowerBI%20Copilot/PowerBI%20Copilot%20Pre-requisites.md,14,5
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,13,11
