time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-15 00:00:00+00:00,2,2,34,7
2024-12-16 00:00:00+00:00,2,2,27,15
2024-12-17 00:00:00+00:00,8,6,36,13
2024-12-18 00:00:00+00:00,3,3,17,7
2024-12-19 00:00:00+00:00,2,2,9,5
2024-12-20 00:00:00+00:00,5,3,9,4
2024-12-21 00:00:00+00:00,1,1,17,5
2024-12-22 00:00:00+00:00,4,4,20,4
2024-12-23 00:00:00+00:00,2,2,151,12
2024-12-24 00:00:00+00:00,1,1,11,8
2024-12-25 00:00:00+00:00,4,3,10,5
2024-12-26 00:00:00+00:00,2,2,19,6
2024-12-27 00:00:00+00:00,1,1,17,10
2024-12-28 00:00:00+00:00,1,1,3,3
