time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-31 00:00:00+00:00,6,5,25,6
2024-11-01 00:00:00+00:00,4,2,10,7
2024-11-02 00:00:00+00:00,4,4,8,2
2024-11-03 00:00:00+00:00,8,5,45,12
2024-11-04 00:00:00+00:00,6,5,18,15
2024-11-05 00:00:00+00:00,8,4,40,14
2024-11-06 00:00:00+00:00,3,3,79,29
2024-11-07 00:00:00+00:00,4,4,90,27
2024-11-08 00:00:00+00:00,2,2,48,17
2024-11-09 00:00:00+00:00,4,2,4,4
2024-11-10 00:00:00+00:00,1,1,2,2
2024-11-11 00:00:00+00:00,1,1,49,19
2024-11-12 00:00:00+00:00,3,2,43,14
2024-11-13 00:00:00+00:00,2,2,56,16
