time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-12 00:00:00+00:00,3,3,123,16
2024-09-13 00:00:00+00:00,2,2,60,18
2024-09-14 00:00:00+00:00,1,1,73,8
2024-09-15 00:00:00+00:00,2,2,36,7
2024-09-16 00:00:00+00:00,6,4,175,23
2024-09-17 00:00:00+00:00,6,5,174,30
2024-09-18 00:00:00+00:00,5,4,274,30
2024-09-19 00:00:00+00:00,3,3,115,16
2024-09-20 00:00:00+00:00,3,3,43,7
2024-09-21 00:00:00+00:00,1,1,4,2
2024-09-22 00:00:00+00:00,2,2,23,7
2024-09-23 00:00:00+00:00,2,2,36,10
2024-09-24 00:00:00+00:00,2,2,112,16
2024-09-25 00:00:00+00:00,1,1,143,17
