time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-30 00:00:00+00:00,4,3,6,3
2024-07-01 00:00:00+00:00,3,2,43,9
2024-07-02 00:00:00+00:00,4,4,53,7
2024-07-03 00:00:00+00:00,2,2,106,10
2024-07-04 00:00:00+00:00,1,1,89,20
2024-07-05 00:00:00+00:00,4,2,142,11
2024-07-06 00:00:00+00:00,2,2,11,7
2024-07-07 00:00:00+00:00,2,2,46,12
2024-07-08 00:00:00+00:00,1,1,40,8
2024-07-09 00:00:00+00:00,2,2,83,14
2024-07-10 00:00:00+00:00,1,1,100,8
2024-07-11 00:00:00+00:00,6,4,174,18
2024-07-12 00:00:00+00:00,4,4,214,19
2024-07-13 00:00:00+00:00,1,1,9,3
