time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-24 00:00:00+00:00,1,1,11,8
2024-12-25 00:00:00+00:00,4,3,10,5
2024-12-26 00:00:00+00:00,2,2,19,6
2024-12-27 00:00:00+00:00,1,1,17,10
2024-12-28 00:00:00+00:00,2,2,4,4
2024-12-29 00:00:00+00:00,3,2,4,4
2024-12-30 00:00:00+00:00,3,3,87,10
2024-12-31 00:00:00+00:00,3,2,13,7
2025-01-01 00:00:00+00:00,2,2,6,1
2025-01-02 00:00:00+00:00,3,3,46,9
2025-01-03 00:00:00+00:00,4,2,68,14
2025-01-04 00:00:00+00:00,2,2,3,3
2025-01-05 00:00:00+00:00,3,3,8,5
2025-01-06 00:00:00+00:00,3,2,21,10
